sentence	label
Old mattress, bed, cabinet, msc. furniture items for bulk trash pickup.	Trash/Bulk Pick-ups
BRUSH IN THE ALLEY, ON OUTSIDE OF FENCE	Trash/Bulk Pick-ups
TABLES AND JUNK LEFT MY OLD TENANT	Trash/Bulk Pick-ups
The 1800 block of Keswick all the way to Ingram there is some potholes.	Potholes
customer stating that these 2 blocks has potholes that needs to be repaired all throughout. the whole street really needs to repaved but there are multiple holes that needs to be fixed.	Potholes
Potholes in the 1800 Blk of Keswick to E. 21st St. on both sides of the street.	Potholes
overgrown bushes in alley from 1800 block of keswick ave odd number side to 21st street blocking view of cars pulling into alley	Overgrown Lots
citizen called to request a bulk pick up in the alley	Trash/Bulk Pick-ups
CUSTOMER CALLED OFFICE STATING THAT THE GRASS AT THE ADDRESS OF 1800 KESWICK AVE RICHMOND, VA 23224,	Overgrown Lots
Caller states there's a huge pile of trash debris in the alley of this address which is between Keswick and Joplin; caller states there's a mattress, clothes, furniture, etc.	Trash/Bulk Pick-ups
Please pick up bulk items.	Trash/Bulk Pick-ups
Mattress, Box Spring, Toilet, dresser up and down the whole alley	Trash/Bulk Pick-ups
Caller states there is overgrown grass at this address; the grass is real high especially in the rear. Caller states this is an eyesore and needs to be taken care of asap.	Overgrown Lots
Caller states there's a blue Ford pick up in the rear of this property that hasn't been moved for several years. The truck is parked close to the house.	Abandoned Cars
Please pick up bulk items	Trash/Bulk Pick-ups
president neighborhood watch requesting trash bulk pick between 1800-2300 between keswick and mansion	Trash/Bulk Pick-ups
Large couch needing to be removed	Bulk Trash
Overgrown grass between Eggleston st and Meade st	Overgrown Lots
Tree branches in front of this location.	Trash/Bulk Pick-ups
Yard debris, bushes, trimmings out front on curb	Trash/Bulk Pick-ups
Tire	Trash/Bulk Pick-ups
Customer called office stated that there are 3 mattresses in the ally of 1113 S. LAMBARDY STREET.	Trash/Bulk Pick-ups
Limbs	Trash/Bulk Pick-ups
Power pole appears to have been hit by a vehicle. Missing about half of the volume near the bottom and pole is starting to list to one side. Pole is on the west side of S Randolph St, between Winder and Blair.	Other
Citizen request to have a wooden dresser, couches and other bulk items removed from the alley of this residence.	Trash/Bulk Pick-ups
Please pick up bulk items in the alley(mattress)	Bulk Trash
Lot is overgrown.	Overgrown Lots
Citizen requests to have items removed from the alley directly behind this house on Lombardy St.	Trash/Bulk Pick-ups
TRASH IN ALLEY	Trash/Bulk Pick-ups
Tree	Trash/Bulk Pick-ups
there has been a couch sitting out back in the alley way for over two months now.  please remove.	Trash/Bulk Pick-ups
Please pick up couch in alley.	Trash/Bulk Pick-ups
Mattress, boxsping, and metal bed frame, in ally	Trash/Bulk Pick-ups
Report of dumping of trash on this property  and along the entire block because this block consists of vacant properties and the neighbors are asking that this be addressed and taken care of.	Open and Vacant Properties
citizen states this is a 2nd request..street light is out 1412 winder and meade st on the corner	Non-functioning Street Lights
inop.blue chevrolet nova,tags kdp-4113(10-13),insp.(12-13) on street	Abandoned Cars
I reported this several months ago and it is still there.  On the north side of the floodwall and maybe 200 yards east of the Southern Railway Track, there is a huge graffiti tag on the wall.  To access this point, you will need to walk through the floodwall opening at the RR tracks and then walk east or downstream.	Other
	Other
I've reported this several times over the last year, but the graffiti remains on the floodwall on the riverside of Manchester Walk.  To access it, take the floodwall walking path to the RR tracks.  Walk across the tracks and through the floodwall, then turn downstream. It is about 150 yards south of the tracks on the river side of the floodwall.	Other
East of Manchester Br on south floodwall.  Looks like one got painted over but not the two big ones.	Other
Outside 205 hull street	Other
This is a test case issued by DIT.  The request can be deleted following testing.	Non-functioning Traffic Lights
East of the Manchester Bridge by 300 yards and on the river side of the floodwall is a large mural on the floodwall.  Sorry about the pic, but it is in the center of the photo.	Other
On the Riverside of the floodwall and just east of the Manchester bridge there are 2 very large tags and one smaller one.	Other
Snow removal from city sidewalks - I am a resident of Shokoe Bottom and have the ability to utilize public transportation or walk to go to and from work. Today I chose to walk - as I ventured from my home I realized very quickly the sidewalks have not been cleared!  CVS on the corner of 25th & Main had a path for pedestrians but what was shocking was Farm Fresh had not cleared the sidewalk!  Not only had they not cleared the sidewalk but there wasn't any snow in their parking lot which was filled with cars!  The snow stopped on Saturday and on Tuesday morning there is no path for people to walk!  As I continued on my walk to work I continued to have to walk thru un-shoveled paths on Main Street!  Honey Whytes, Whisk, Station 3, Southern Kitchen, Sweet Teas and the Amtrak station did an exceptional job of clearing the sidewalks for pedestrians - why aren't businesses being cited for violating the Richmond City Code 90-42 which mandates sidewalks must be cleared with 6 hours of snow stoppage!   The government managed to remove snow from all walkways I had no trouble walking on the sidewalks once I entered government property!	Other
Street Light non-working	Non-functioning Street Lights
Potholes at this area.	Potholes
Several lights are out in both directions of the bridge.	Non-functioning Street Lights
Pothole located at the end of Manchester Bridge towards 9th ST in middle lane	Potholes
All of the overhead highway signs under mounted lights do not work on the bridge and on 9th street downtown. Please replace the bulbs	Non-functioning Street Lights
customer stating that he hit a terrible pothole going towards the Manchester bridge from commerce rd needs to be fixed as soon as possible.	Potholes
The road is riddled with potholes following storm cleanup.	Potholes
On the southbound exit ramp to Semmes Ave, one street light is out.	Street Lighting
On the southbound side of the bridge, one street light is out just after the exit to Semmes Ave.	Street Lighting
Three lights are out as you approach the south end of the bridge and Semmes Ave.	Street Lighting
There are two lights out on the northbound side, as you approach the northern end of the bridge.	Non-functioning Street Lights
CITIZEN CALLED IN STATING THAT THERE IS A GULLY BEHIND THE OLD DRIVE-IN AT THE DEAD END OF BRANDON RD IN THE 300 BLOCK THAT CITIZEN SAYS IS BEING USED AS A DUMPING SITE	Trash/Bulk Pick-ups
People are selling drugs EVERYDAY at the end of the street on Brandon Rd RICHMOND VA 23224. They broke into 400 brandon! Its pretty scary. They have a pit bull the neighbors are terrified	Other
Please pick up bulk items.	Trash/Bulk Pick-ups
Please pick up bulk items in the front of the location	Trash/Bulk Pick-ups
CITIZEN CALLED IN STATING THAT BRANDON RD HAS POT HOLES NEED FROM BERKLEY TO MILLENBECK RD NEEDS TO BE FILLED OR STREET RESURFACED.	Potholes
Calling to report a street light that flickers on and off during the night in front of this address.	Non-functioning Street Lights
Refuse on front at roadedge old mattress and box spring Thank you for your help in this matter	Trash/Bulk Pick-ups
This is the SCF "Other" case type, for testing on 6/5.	Other
Large pile of brush out front at roadedge for pick up Thank you for your help in this matter	Trash/Bulk Pick-ups
Needs pickup of a small crib, carseats, kiddie pool, small table, grill, rugs, household items; located in the front of the property	Trash/Bulk Pick-ups
CITIZEN STATES THAT STREET LIGHT IN FRONT OF THIS ADDRESS WAS HIT BY CAR DURING POLICE CHASE AND NEVER FIXED.	Non-functioning Street Lights
Please pick up tree brush in the front of the location	Trash/Bulk Pick-ups
MATRESSES -CUSTOMER SHANA MACE - CONTACT NUMBER 804 271-8990	Trash/Bulk Pick-ups
queen size mattress and box spring located in front of the home	Trash/Bulk Pick-ups
queen box spring and mattress	Trash/Bulk Pick-ups
customer has misc boxspring and mattress would like picked up	Trash/Bulk Pick-ups
Needs pickup of bamboo and twigs; located in the front of the property	Trash/Bulk Pick-ups
bulk pick up brush in front of home	Trash/Bulk Pick-ups
Mattress in front	Trash/Bulk Pick-ups
citizen states that she has a table,chair and sofa in front of this address that she would like picked up	Trash/Bulk Pick-ups
Lot overgrown with grass needs to be cut.	Overgrown Lots
tall grass and weeds @ this property.	Overgrown Lots
Citizen states that this lot is overgrown and needs to be cut	Overgrown Lots
REQUESTING TO HAVE CARPET PICKED UP IN ALLEY.	Trash/Bulk Pick-ups
CUSTOMER STATING THAT TENANT HAS MOVED OUT WOULD LIKE FURNITURE TO BE PICKED UP FROM ALLEY BEHIND HOME.	Trash/Bulk Pick-ups
Citizen states there is carpet in the alley that needs to be removed.	Trash/Bulk Pick-ups
Please pick up bulk furniture items at this location in the alley	Bulk Trash
caller states there is a boarded up house located on a corner face Maury st and the back face 19th St has a lot of outside in backyard	Open and Vacant Properties
Caller states there are several potholes in the 1900 Blk of Maury St that are in need of being repaired.	Potholes
tall grass and weeds @ this property.	Overgrown Lots
Requesting pick up of Mattress, And Boxspring located in back of Alley	Trash/Bulk Pick-ups
Alley needs to be resurfaced at this location.	Overgrown Lots
grass/weeds trash need to maintained	Open and Vacant Properties
Pile of tree branches/ limbs in alley behind the Reconciliation Church	Trash/Bulk Pick-ups
Someone dumped a mattress and a small box behind this location in the alley. Jack Peters 804-551-3897	Trash/Bulk Pick-ups
citizen called to have mattress, box spring, located in the alley	Trash/Bulk Pick-ups
Tree debris need to remove from the backyard in front of the garage at this loaction asap.	Trash/Bulk Pick-ups
limb in front of this address	Trash/Bulk Pick-ups
bulk in back	Trash/Bulk Pick-ups
Please pick up bulk and brush items in the alley	Trash/Bulk Pick-ups
During the day many people vist the riverbank between the west end of Brown's Island and the boat launch on tredgar. There is a large amount of trash build up due to littering.	Trash/Bulk Pick-ups
The manhole cover is flipped upside down and is a tripping hazard.	Other
There is a man hole cover missing near the corner of Brown's Island Way (2nd Street Connector) and Tredegar Street. (North East Corner). This man hole is on the sidewalk and is a hazard to pedestrians, especially with the Richmond Folk Fest coming in a few weeks.	Other
an overgrown tree has limbs that have fallen onto our property and that of our neighbor. My husband nearly got hit in head when he was walking on the sidewalk.	Other
Fill in grout in cobblestones. The cobblestones have lost all their grout and deep grooves exist. These are catching bicycles tires as bicycle turn onto the canal walk to access the battlefield bridge. I saw three kids wreck here last weekend.	Other
Under Lee Bridge. Trash can overflowing. TV dumped	Illegal Dumping
Numerous graffiti tags underneath the Lee Bridge on the North side of the bridge.  The tagged columns and the beam closest to the ground.

The tag vandal "ACRES" also tagged the southern railway trestle near the pipeline rapid and the abandoned buildings near the floodwall and the 14th Street bridge on southside.  This took him a significant amount of time to do given the size.	Other
WILL YOU PLEASE REPAIR THE ENTIRE ROAD INSTEAD OF PATCHING IT HERE & THERE?!  DODGING POTHOLES IS GOING TO CAUSE AN ACCIDENT WITH ALL THE VEERING CARS!!!!!!!!!!!!!!!!!!	Potholes
There are two dead trees located on Tredegar Street just east of the back entrance to Tredegar Iron Works.	Other
Stop Sign at 5th & Tredegar St. is missing	Other
The sidewalk on the Brown Island side of this intersection there is an open or uncapped sewer/utility hole.  This hole is large enough for someone to step into and fall (I found out the hard way). It has been there quite sometime and it is directly in the walking path of the sidewalk.	Potholes
Illegal parking all over the place next to the historic Kanawha Canal. Trash everywhere. Vulture Richmond, the property holder, has turned this very important historical site into a trashy parking lot!	Trash/Bulk Pick-ups
On the southbound side of 2nd St, the very last street light is out before the bridge underpass.	Non-functioning Street Lights
the entire light poll on the north bound second Street off ramp has fallen	Non-functioning Street Lights
Immediately past the WWII memorial on 2nd Street and before the Lee Bridge underpass: two potholes.	Potholes
Street Light Globe on S. 5th Street close to Brown's Island appears to be detaching.	Non-functioning Street Lights
	Bulk Trash
One of the four lights underneath the Lee bridge at 2nd St is out.	Non-functioning Street Lights
There is a dead tree located near the southwest corner of 2nd Street and Brown's Island Way.	Other
Broken window glass. Please tell Venture Richmond to come clean up before it gets into River.	Trash/Bulk Pick-ups
Large graffiti tag on building facade facing E Clay Street.	Other
Large pothole in the northbound lane of North 25th Street as traffic approaches the traffic circle.	Potholes
Massive pothole	Potholes
	Pothole
Street light out.	Non-functioning Street Lights
pothole on roundabout	Pothole
Non-functioning light in Jefferson Park. The light is located on eastern portion of the park near Clay and 22nd.	Non-functioning Street Lights
Mattress's on building for 6 months	Illegal Dumping
Right in the middle in Westbound Lane the pothole is about 4ft and it is filled with lots of water. Another Pothole on the West bound side on E. Leigh St. that cross with Jefferson Ave. Needs Attention.	Potholes
ASPHALT LOW SPOT IN THE STREET.	Potholes
The road at this intersection has become extremely bad for motorists. The potholes and the condition of the road are in terrible condition.	Potholes
The alley way between 22nd and 23rd on Clay St. was partially cleared 2 months ago but needs further work. It is still overgrown and there are chainlink fence poles jutting out of the ground. Please have someone clear the alley more thoroughly.	Overgrown Lots
Furniture and mattress in the front.	Trash/Bulk Pick-ups
Massive, deep and dangerous pothole at entrance to busy roundabout.	Potholes
Trash and tree branches in a pile in the alley	Trash/Bulk Pick-ups
sign looks to have been hit by a car or fallen off its base.	Other
25th street roundabout	Potholes
Cast iron fixture sticking out of the road in front of 2314 Jefferson. Major road hazard.	Other
Deep and dangerous potholes in the traffic circle...again. Please do a better fix this time.	Pothole
customer states the trash is located in the rear of the building wood	Trash/Bulk Pick-ups
Very large potholes in the alley and right at the street.	Potholes
Branches and debris from tree trimming in alley behind shed ready for pickup	Bulk Trash
Black Mercedes E320 Sedan with South Carolina plates has been sitting for months and appears to be abandoned. Believe it has expired tags. The vehicle was not towed during last street cleaning.	Other
requesting to have yard debris picked up in alley.	Trash/Bulk Pick-ups
Small bush stump along with 4" limbs cut into 3 foot length need to be picked up in the alley behind 4301 Park Ave.	Bulk Trash
Tree limbs and brush that have fallen during the recent storms is piled in the ally.	Trash/Bulk Pick-ups
branches, limbs	Trash/Bulk Pick-ups
In back of this location a sofa	Trash/Bulk Pick-ups
Streetlight burned out in the intersection.	Street Lighting
Tree brush and tree limbs on side of location.	Other
Please pickup pair of chairs in alley.	Bulk Trash
Streetlight at intersection burned out.	Non-functioning Street Lights
Going SOUTH on Malvern St, near Patterson Ave -  large overhanging  tree branches as one approaches light on Patterson Ave - cannot see stop light until one is right upon it.	Other
On Sauer Ave and Park  Ave- Light out	Non-functioning Street Lights
In the paved alley behind 4103 Monument Avenue (Westminster Presbyterian Church), there are several potholes, especially at the west end near Antrim Avenue.	Potholes
Large tree branch fell at N. W corner and it's a traffic hazzzard	Trash/Bulk Pick-ups
There is a large pothole in front of my residence (4124 Monument Ave.) I notified the city Saturday (had to call 911 to get someone to answer a call- the rest of the city is shut down). Also called yesterday, & WAS TOLD THERE IS A 30-DAY WAIT.  This pothole as about 18”-24” in diameter, and 4”-6” deep.  The last time we had one that large, there were two automobiles wrecked, resulting in lawsuits against the city. I believe this should be a priority item for the patching crew.	Potholes
hole is on the dirt plot between the street and the sidewalk and it needs attention from the City of Richmond	Other
Large tree branches from city tree in street at corner of Kensington and Antrim.	Trash/Bulk Pick-ups
4100 Block Monument Avenue - Caller states there is a pothole that is about 9 inches deep that is the westbound lane on the north side of Monument. Says it has been repaired in the past, but it keeps re-opening. Says the hole gets filled by city by throing something over it and stomping on it and it comes right back.	Potholes
located in alley	Trash/Bulk Pick-ups
Please pick up carpet and a plastic playhouse.	Trash/Bulk Pick-ups
Please pick up bulk furniture items from this location in the alley.	Trash/Bulk Pick-ups
resident called to request to have an old tv picked up. this item will be located in the alley behind her house.	Trash/Bulk Pick-ups
brush, at end of drive way, when coming down alley off of glouster.	Trash/Bulk Pick-ups
brush. behind house at the end of driveway in alley by the trashcans.	Trash/Bulk Pick-ups
CUSTOMER STATES THE EAST AND WEST BOUND LANE IS FLOODED WITH STANDING WATER...	Other
light always on - needs new photo cell	Non-functioning Street Lights
tree brush and limbs in the front	Trash/Bulk Pick-ups
A red yard sign is illegally located in the homeowner's grassy strip between the sidewalk and road. It should be removed.	Other
brush and limbs	Trash/Bulk Pick-ups
Strom drain blocked up and overflowing. Multiple reports of this issue over 3 months and not fixed.	Other
this storm drain is clogged after every rainfall.  Third time reported.  Please address.	Other
storm drain at this location needs cleaning out. Water backs up in the parking lot and is very slow to drain.	Other
water leak that has been ongoing for weeks.	Other
In addition to the trash, branches, and leaves on the sidewalk, this broken branch is hanging over the sidewalk.	Other
The sidewalk is covered with leaves, trash and broken limbs. there is also a broken limb hanging over the sidewalk. I have more pictures, but your site will not allow me to send more or change the one I sent in. The broken limb is very dangerous.	Overgrown Lots
brush, tree limb	Bulk Trash
Storm drain clogged	Other
part of pole number obscured by pole hardware	Non-functioning Street Lights
FURNITURE AND OTHER ITEMS IN THE ALLEY BEHIND THIS ADDRESS	Trash/Bulk Pick-ups
Chair, cushion and trash in alley.	Trash/Bulk Pick-ups
Old furniture, tree limbs in alley behind property	Trash/Bulk Pick-ups
Citizen states that there is a pothole in front of the vacant lot of 2312 Royal Ave.	Potholes
1 large pothole	Potholes
Citizen is requesting a pickup of trees and brush.	Trash/Bulk Pick-ups
Caller states across from this address there is a street light out along with about five others along the street; please repair	Non-functioning Street Lights
OLD MATTRESS, EXERCISE BIKE, AND OTHER ITEMS FROM MOVE OUT THAT NEEDS TO BE PICKED UP IN FRONT OF HOME ON CURB NEAR BUS STOP.	Trash/Bulk Pick-ups
from 2100  to 2500 Royall Ave located in the alley of these blocks the trash collectors are letting trash fall of the truck and the alleys are filled with trash after they come to empty the supercans on collection day. This is reoccurring problem that needs to be addressed.	Illegal Dumping
DEBRIS LOCATED OUT BACK ALLEY	Trash/Bulk Pick-ups
there is bulk and brush in the alley at this location	Trash/Bulk Pick-ups
Cust sts the neighbors behind him are leaving bags on the ground and animals get in them and the trash goes everywhere - There are also 2 matresses, 5 gallon bucket, and a hose that need collecting.	Trash/Bulk Pick-ups
tree limbs and furniture in alley	Illegal Dumping
customer would like bulk trash pick up (brush)	Trash/Bulk Pick-ups
OVERGROWN GRASS ON PRIVATE PROPERTY.	Overgrown Lots
Abandoned lot with no one caring for yard.	Overgrown Lots
MATTRESS IN ALLY NEEDS TO BE PICKED UP.	Open and Vacant Properties
Diaper and other debris in front of this location. Jackie Pizzini 804-239-7059	Illegal Dumping
Sofa	Trash/Bulk Pick-ups
citizen reports that grass is still high and it is over the chain link fence.	Overgrown Lots
The arm facing east bound Monument traffic is badly rusted near its connection to the support post. The arm facing southbound Malvern traffic has visible rusted holes at the connection with the support post. Please inspect and repair.	Non-functioning Traffic Lights
deep pothole near the intersection of monument and malvern ave. customer stated right on monument right after pass malvern ave going towards willow lawn dr (mall)	Potholes
2 streetlights burned out on the north side of the intersection.	Non-functioning Street Lights
street light burned out at intersection	Non-functioning Street Lights
People to want to come to Richmond from all over to see things like the monuments and various other aspects of our history. Just a suggestion, I think that probably what needs to be done is to put up some signs, on the Confederate monuments, which say that these were placed here by people of another era and different perspectives. We do not endorse what they stood for, in their civil war actions, we simply leave them as a reminder of what happened back then and as a warning to present and future generations. Having said something like that, the state and city and various interested groups could work on making Monument Avenue really live up to its name. Monument Avenue is a very long avenue. There is room there for many future monuments. The Ashe Monument was a good start for non-Confederate monuments. There are many people and groups who would be worthy of memorializing with monuments, statues, etc. along Monument Avenue in between the Confederate monuments and on past them all the way out to Horsepen Road in Henrico County. Handled tastefully, Monument Avenue could become a wonder to behold and a much more positive representation of the Richmond area and of Virginia's history.	Other
Pothole at malvern and monument	Potholes
The traffic light is not functioning properly for the busy street the light turns red every 12 seconds, the citizen would like for the City of Richmond to check it out.	Non-functioning Traffic Lights
Pothole reported on Monument, east towards Malvern.	Potholes
The light at Monument Avenue and Malvern Avenue gives a leading left turn signal to drivers turning onto Malvern. Unfortunately it's on a timer and not a sensor, so even if there are no cars turning left, eastbound and westbound traffic must wait for the left turn signal to finish but cars can proceed. A waste of time and hinders movement of traffic. Please put on a sensor or simply get rid of left turn signal.	Non-functioning Traffic Lights
The light at Monument Avenue and Malvern Avenue gives a leading left turn signal to drivers turning onto Malvern. Unfortunately it's on a timer and not a sensor, so even if there are no cars turning left, eastbound and westbound traffic must wait for the left turn signal to finish but cars can proceed. A waste of time and hinders movement of traffic. Please put on a sensor or simply get rid of left turn signal.	Other
the pothole is in the right east bound lane, and is nearly the size of a whole care tire.	Potholes
Westbound of Monument Avenue approx. 50 to 100 yard west of intersection Monument & Malvern.	Potholes
Streetlight burned out at southeast corner of intersection.	Non-functioning Street Lights
The light at Monument and Malvern Avenues gives a leading left turn signal to drivers turning onto Malvern. Unfortunately, it's on a timer and not a sensor, so even if there are no cars turning left, eastbound and westbound traffic must wait for the left turn signal to finish before cars can proceed. A waste of time, money and gas hindering movement of traffic. Please put on a sensor or simply get rid of left turn signal.	Traffic light
Malvern & Monument NW corner	Non-functioning Street Lights
New blacktop on Monument is already failing for several blocks of Malvern Westbound side.	Potholes
Street light at southeast corner of intersection burned out.	Non-functioning Traffic Lights
Going east on Monument Avenue, right hand lane, almost at the intersection at Monument and Maivern Avenues.	Potholes
2 in the east bound lane of Monument Ave at Malvern need attention	Potholes
The light at Monument Avenue and Malvern Avenue gives a leading left turn signal to drivers turning onto Malvern. Unfortunately it's on a timer and not a sensor, so even if there are no cars turning left, eastbound and westbound traffic must wait for the left turn signal to finish but cars can proceed. A waste of time and hinders movement of traffic. Please put on a sensor or simply get rid of left turn signal.	Other
citizen would like a bulk pickup at this address..she states its a mattress located in the alley	Trash/Bulk Pick-ups
chair, brown trash can and a green one with out a lid..,	Trash/Bulk Pick-ups
pick-up behind home. branches and bag leaves.	Trash/Bulk Pick-ups
citizen is requesting pickup of some chairs and branches	Trash/Bulk Pick-ups
pothole at this address	Potholes
mattress chairs and dresser customer states this is the second request...	Illegal Dumping
Please pick up bulk brush & furniture items from this location in the alley.	Trash/Bulk Pick-ups
customer stating that in the alley there is a big tv that looks like it has been stripped that needs to be picked up.	Trash/Bulk Pick-ups
trash and debris in rear of property	Trash/Bulk Pick-ups
(Green house with black window trimming). Opposite the back of #3205 2nd Avenue.  Old toilets & roof shingles	Illegal Dumping
House is open and vacant with doors all kicked in  - harboring unsafe activities. (Green house with green window trimming). Opposite the back of #3205 2nd Avenue	Open and Vacant Properties
citizen called and stated that household items from a vacant property has been illegally dumped in the alley and needs to be picked up	Illegal Dumping
items are located in the rear of the house near the alley	Trash/Bulk Pick-ups
Furniture in the alley	Trash/Bulk Pick-ups
Brush, in the alley behind property.	Trash/Bulk Pick-ups
requesting to have yard debris picked up in alley.	Trash/Bulk Pick-ups
citizen requesting a bulk pick-up of about 18 bags of leaves and 2 mattresses located in the alley	Trash/Bulk Pick-ups
citizen is requesting a pick up in the alley behind her house	Trash/Bulk Pick-ups
STREET LIGHT IS OUT	Non-functioning Street Lights
TRASH CAN,LEAVES	Trash/Bulk Pick-ups
The posted speed limit on Mayo's Bridge is 35 MPH, which is never enforced. Drivers routinely speed across the bridge at much higher speeds, presenting a real danger to pedestrians and bicyclists. Please start enforcing the speed limit, especially during rush hour.	Other
On the northbound side, there is a light flickering off and on. This light about in the middle of the span between south side and Mayo Island.	Non-functioning Street Lights
The sidewalk is coming up here and  jagged and it is currently a safety issue.	Other
This stretch of sidewalk is starting to get traffic with manchester developing and people walking from the slip to manchester and the sidewalk is covered in large uneven chucks of sand and dirt and it would be appreciated if it could be cleaned. I know that VCU has a parking lot in the area, would the sidewalk being maintained be their issue or the city ?	Overgrown Lots
Huge pothole on Mayo Bridge on left hand lane heading towards downtown Richmond.	Potholes
Huge pothole on left-hand lane of Mayo Bridge near the VCU parking lot.	Potholes
Every year, when the weather warms up, fishermen come to the Mayo bridge at night to cast their lines off the east side of the bridge. The next morning, there's trash, fish parts, and hooks strewn all over the sidewalk. If I had thinner soles, my foot might have been skewered with one of these hooks. Please do something to fix this seasonal problem.	Illegal Dumping
Citizen states that there is a lot of debris left there from people setting up tents and living there temporarily and needs to be cleaned.	Trash/Bulk Pick-ups
Citizen states that there is alot of debris left there from people setting up tents and living there temporarily and needs cleaned	Illegal Dumping
The sidewalks are still covered in dirt and debris, pushing pedestrians toward the street on both sides in both directions of the 14th Street (Mayo) Bridge. Dirt, sand and debris need to be scrapped away and leave the sidewalk uncovered again. There will be a concert on the island Oct. 19 with maybe 5,000 people walking through this bridge corridor.  I have previously reported this issue http://seeclickfix.com/issues/425409	Overgrown Lots
Litter, waste, prescription pill bottles, scary shanty area underneath bridge.	Other
Light on the northbound side of the bridge is out, between Mayo Island and the north bank of the James.	Street Lighting
Light out on the northbound side of the Mayo Bridge, between the island and the North Shore.	Street Lighting
Light on the northbound side flickers off and on. The light is on the bridge just north of Mayo Island.	Non-functioning Street Lights
On the southbound side of the Mayo Bridge, a light is out (flickering)  just before Wise Recycling.	Non-functioning Street Lights
I reported this eight days ago, and received a message that the case had been closed because it was passed to the Richmond Police Department. Passing a report to another department without a plan of action does not constitute resolution of an issue.

When I commute to work via bicycle, my route takes me across Mayo's Bridge. The storm drain grates on the bridge are extremely dangerous to ride over because they're installed inches below the level of the asphalt. This would not be a problem if I could safely ride to the left of the grates, but drivers routinely exceed the speed limit by 10 or 15 miles per hour, and they often don't give other bicyclists and me the mandated two feet of space they're supposed to do. My dilemma becomes riding over the dangerously uneven storm drains, or running the risk of being plowed down by several tons of speeding metal. Please, please, PLEASE enforce the speed limit on Mayo's Bridge. Better yet, enforce the speed limit and reduce it to 25 miles per hour, which is the speed limit on either end of the bridge. I invite any police officers assigned to this area to ride with me one morning or evening to experience my commute.	Other
I am a sometime bicycle commuter, and my way to work takes me across Mayo's Bridge, continuing south on Hull Street to Belt Boulevard. The road on the bridge is in terrible shape, and the storm drain grates are so poorly installed that I have to avoid them by riding further in the traffic lane than I ordinarily would. This wouldn't be a huge problem if drivers obeyed the speed limit going across the bridge. Unfortunately, they don't. I routinely observe drivers doing 40 or 50 miles per hour across the bridge. It's completely unsafe, both for those of us observing the laws AND the people who flout them. Riding across the Mayo Bridge in that kind of traffic can be a terrifying experience. I don't believe it should be. Please do something permanent to get drivers to observe the speed limit (and why not reduce the speed limit across the bridge to 25, as it is Downtown and in Manchester). Please don't wait for another bicycle injury or fatality to address this and other safety issues.	Other
Yesterday we walked the dog from the Northside of 14th street and across the bridge to the south side of the James on 14th street to check out the Slave trail footpaths.  I couldn't even navigate my dog out of all of the broken glass to get him across safely. There was tons of garbage especially in front of the Mayo Island area and someone's been living and throwing garbage right under the bridge which is in plain view when walking across. I was surprised this area was not better maintained as it is currently well travelled and will become more so as the Manchester area develops.  Please send a crew to get this area cleaned.  My guess is that it hasn't been cleaned in a long long time.  Thank you.	Trash/Bulk Pick-ups
light not working intersection of hull st and 14th st	Non-functioning Traffic Lights
please investigate EB lane at the bridge for a pothole	Potholes
grass need to be cut on the corner of Ardendale Rd to Forest Hill Ave	Overgrown Lots
States the city workers who cut the grass at Thompson Middle School are not cutting grass in area where there is mulch.  Principal reports that grass is at least 18 inches tall in that area.	Overgrown Lots
Citizen has a business and is cutting branches it is a big pile and is being cut for two blocks.  Pile is located inside parking lot near dumpsters where trash is picked up.	Trash/Bulk Pick-ups
A bag of cement was left at this intersection.	Trash/Bulk Pick-ups
Caller states in front of 2145 and 2147 S. Kenmore there are 2 street lights that are completely out; leaving the area completely dark and is a safety issue.	Non-functioning Street Lights
Light is located behind the apartment at 2118 Kenmore Road. It normally lights the pathway between Huguenot High School and the apartment complex. The light per the tenant has been out for at least 2 years.	Non-functioning Traffic Lights
Street light out in back of this address.	Non-functioning Street Lights
citizen indicated that street light is out behind this location.	Non-functioning Street Lights
resident called to inform street lights are out on south kenmore rd; he stated entire block;  wants someone to repair asap;	Non-functioning Street Lights
Mattresses are by dumpster (10).	Trash/Bulk Pick-ups
citizen called to inform of pothole, west of forest hill avenue, across from chippenham parkway---is located near thompson elementary and hugenot high school; citizen is requesting repair asap; thanks	Potholes
At 2200 S Kenmore - one of the two lights goes off and on intermittently.	Non-functioning Street Lights
TWO MATTRESSES IN THE BACK OF THE ADDRESS AST THE DUMPSTER.	Trash/Bulk Pick-ups
Light is located behind the apartment at 2118 Kenmore Road. It normally lights the pathway between Huguenot High School and the apartment complex. The light per the tenant has been out for at least 2 years.	Non-functioning Street Lights
Outdoor Grill	Trash/Bulk Pick-ups
I have reported this to my City Council rep, 311 and seeclickfix, but nothing has been done. I've been told the grass on the sidewalk is privately owned (what?? The City used to cut it) and someone from Code Compliance would be out to cite the owner. The grass is growing higher and is a major risk for drivers and pedestrians. Please assist ASAP!	Overgrown Lots
My weekly trash (in supercan) was scheduled to be picked up yesterday (Tuesday).  As of 5:00 PM on Wednesday, it still has not been picked up.  Please have a crew pick up my trash.	Trash/Bulk Pick-ups
Non functioning light in teachers front parking lot.  Parking lot is located at Thomas Middle School.	Non-functioning Street Lights
