sentence	label
Tree growth impeding line of sight at stop sign.	Other Concerns
Look on the south side of Chestnut Tree, near the telegraph pole. The road is being undermined by water to the point where the road edge will be in danger of collapse.  The issue extends up the road to the east.	Pothole
No trash pick up for 800 block of Chestnut Tree Drive 21409	Report Missed Curbside Collection
	Report Missed Curbside Collection
Drainage from road and church parking lot flood driveway and yard after road was paved.	Drainage Maintenance
	Report Missed Curbside Collection
Black BMW in backyard. Untagged URV. flat tires.	Unregistered or Inoperable Vehicle
GVW over 10,000 lbs.  assign to zoning enforcement.	Unregistered or Inoperable Vehicle
	Comment On Trash Service
	Request a new Recycling Container
I just moved in and these people have a really loud rooster. talking with others and they say they don't mind it. I researched and read while you can have chickens, no roosters. please do something, I'd like to sleep past dawn.	Chickens/Roosters/Fowl
Mt Holly Drive between Hampton and Latrobe Drive. Mutiple Potholes....	Pothole
New Construction	Request a new Recycling Container
Permit number B-02345713. Failed framing inspection on 1/17/18. No construction progress or reinspection since then.	Building Violation
It appears that the recycling container collection was missed for this court yesterday. Most containers are still curbside.	Report Missed Curbside Collection
Many potholes up and down Davidsonville Road from Crofton to Davidsonville.	Pothole
	Request a new Recycling Container
My neighbors who are renters have been running water out into the street for a few months now. I have a permanent puddle in front of my driveway and am tired of it. What are my options?	Drainage Complaint
This is the third week in a row our trash has been left at the curb	Report Missed Curbside Collection
This is the second week in a row our trash has not been picked up.	Report Missed Curbside Collection
The crew must have missed it inadvertently as everyone else has had they’re  recycling picked up.  I’d appreciate it if it could get picked up as it is full.  Scott Elder	Report Missed Curbside Collection
	Schedule Bulk Metal Pickup
There was an abandoned untagged van in front of same house but has since been backed into driveway next to this vehicle being reported.	Unregistered or Inoperable Vehicle
Lid is broken on our recycling container and need a replacement.	Request a new Recycling Container
	Schedule Bulk Metal Pickup
Large Sea Container in the roadway blocking traffic  No signs, cones or anything alerting drivers that it’s in the roadway.  Nighttime visibility, there is no reflective tape or signs as to where the driver could run into this.	Road Construction
In addition to a new 65 gallon recycling container, we would also like an 18 Gallon bin	Request a new Recycling Container
We are new residents and would like a new recycling cart	Request a new Recycling Container
On Monday, 3 February 2020, our recycling bin was damaged during our curbside collection.  The backside of the bin was cracked by the collectors and we would like a replacement big.  We have the 65 gallon with wheels.  Thank you!	Request a new Recycling Container
I would like to request a 32 gallon recycle container	Request or Repair a Recycling Bin
The actual recycling truck damaged my large recycling bin.  They broke off one of the weeks during collection.  Please replace oe repair	Repair a Recycling Cart
	Report Missed Curbside Collection
Disposal of leaves into the street. Is it permissible to blow leaves from your property into the street?	Other Concerns
Please let me know if you see/find this cat. His name is chester, although calling his name won't do much. He is a fairly small, 3yr old short-hair ginger/brown tabby. Very narrow face. Has a black/white patterned collar with a bell on it. Very friendly, a bit nippy (good luck if you grab him). He is an indoor-only cat that must have slipped out from the house when I left this morning (11.13.2017 around 10:00AM). This is around Farlow Avenue and Crofton Parkway. - I did not notice him missing until I returned home and couldn't find him, around 5PM. Please contact me asap if found at 9175630041	Lost Pet
	Lost Pet
Herald Harbor - The post for the street sign for Serpentine Trail is dry rotted and cracked at the lower base & is falling over. The post for the sign must be replaced ASAP, as the sign is slowly leaning back & will fall soon. Also, tree branches are covering the sign & are obstructing view of the Serpentine Trail street sign. Please also trim these branches. Thank you.	Illegal Signs
URGENT: There is a large tree branch hanging on the power line over Generals Hwy, next to Lures Restaurant. Nearby the intersection of Generals Hwy and Crownsville Rd. The tree branch is directly above traffic and poses a significant threat to traffic along Generals Hwy. See attached picture.	Tree Trimming
The bottom And side of the container have cracked, creating a hole in the bottom of the container	Request a new Recycling Container
There is a big pothole on 256 at the circle when heading towards Muddy Creek.	Pothole
Grade higher than street and large rocks spelling out into narrow main road to hundreds of homes. Caused/witnessed a flat tire for individual!!	Grading Violation
center space new tenant and work with no permit	Building Violation
When turning out of the neighborhood you can not see cars coming due to over grown trees and brush.	Tree Trimming
Recently moved to this address.  Requesting recycling bin. Thank you.	Request a new Recycling Container
	Request a new Recycling Container
	Request a new Recycling Container
	Request a new Recycling Container
This is the third of fourth time we've had to post about this road. Its been neglected and there are huge potholes that fill with water during every storm. Now that it is winter time, they are creating huge sheets of ice. It is a safety concern and I fear that someone will fall or get into a car accident. Back in July someone assessed the road and said it was going to be fixed by the winter time for this very reason. Now it is December and the problem hasn't been fixed. This problem needs to be addressed before someone really hurts themselves.	Road Maintenance
The whole street especially the left side has several holes that are getting deeper and deeper. There is tons of standing water every time it rains and for days after. Cars keep hydroplaning and the water is attracting large amounts of mosquitoes and bugs. I reported this a few months ago and they came to patch the biggest hole, and said they were returning to fix it and never did. It needs to be done before winter or else the whole street will have layers of ice again.	Road Maintenance
Huge pothole at the end of driveway is continuing to get bigger and deeper. Water accumulates very fast and is standing in this area and breaking down more of the road.	Pothole
at the Wellham Ave and Olen Drive intersection the trees, shrubs over grown grass makes it a hazard trying to see to make the left turn on Wellham Ave.  You have to roll out far too far into the intersection.

Please cut back the trees, brush, grass 4 feet or more along the guard rail at least 20 feet on the Wellham Ave side.  Also then the same along the Olen Drive side.  Everything is just over grown.	Tree Trimming
pothole is on the newly patched section of asphalt	Pothole
We have been denied a permit for a driveway because our house is located on a corner and the engineer Robert Murphy told us that we need to leave 50 feet from the curb and at the end of those 50ft there is a storm drain. So Mr. Murphy told us that only seven feet would remain for us to have a driveway. We are asking if it is possible for us to have an entrance for a driveway on wellham Avenue instead? There is a guard rail on that side of Wellham Ave. We told Mr. Murphy that we are asking for this entrance for a driveway because my wife Carmen Johanna Santiago is a handicapped person. The permit number is: 216966.	Other Concerns
The grass is so over grown it blocks your vision you can not see the traffic coming over the bridge when you are trying to leave your development.	Overgrown Grass
What can we do to get speed bumps or circle put in? There is an elementary school here and people fly up the road at 50+ mph. There are several kids that live by this school and on wellham. There needs to be some kind of traffic calming steps put in. These flashing signs telling people their speed doesnt help.	Road Maintenance
The speed limit on wellham ave is 30. People do atleast 40+ down this residential road. I have almost been hit several time backing into my driveway because people are speeding and not paying attention. I see people pass people on the wrong side of the road because they aren't going fast enough. I see people use Wellham as a drag strip. I even have video camera infront of my house and you can see how fast people are going. Something needs to be done to maintain the speed on this road before a child gets hit, since this is a residential neighborhood. There is a school and several parks off Wellham so there are away kids by this road. The county shouldn't wait until someone gets hurt or killed before they act, they need to do something about the speed sooner then later.	Road Maintenance
	Request a new Recycling Container
Roadway deteriorating. Many holes, cracks: chips and huge 3-4inch deep potholes thru-out intersection.	Pothole
Expired tags flat tire	Abandoned Vehicle on the Street
	Lost Pet
My children had a cornhole game outside in our front yard which consisted of 2 wooden cornhole boards and about 6 blue and red bean bags. I have on camera the recycling people taking 1 wooden cornhole board and picking up bean bags and taking them to the recycling truck. You could see both boards were set up in our yard along with the bean bags sitting by each board. Why would they take it for trash? When it was a good distance away from the recycling.	Comment On Trash Service
	Lost Pet
7 y.o. Golden Doodle named Rumi
Very shy and skittish
Lost on Ft Meade near Cooper Rd And Mapes Rd
If seen call owner Michelle at
(443) 538-6036	Lost Pet
BIEGE, BLACK, WHITE ON NECK AND STOMACH	Lost Pet
The stop sign on country club drive heading away from Faith Baptist Church and towards the Country Club Pool is Not visible to oncoming traffic until the last second. There are multiple vehicles here often, including a boat and trailer. There have been previous concerns about this same intersection with people parking boats or trailers near it but I am not sure if they are the same vehicles. This stop sign is the only traffic control that affects Country Club drive, and for people who do not frequent the area, are very likely to miss this stop sign when it’s blocked like it is right now.	Traffic Signs
water coming thru asphalt. broken waterline	Water/Wastewater Concern
I would like to upgrade to the 95 gallon recycle bin please	Request a new Recycling Container
We just moved into our house and would like a recycle bin. The previous owner did not leave one.	Request a new Recycling Container
Recycling missed	Report Missed Curbside Collection
	Schedule Bulk Metal Pickup
	Request a new Recycling Container
I'm just requesting a 65 gallon recycling cart for my household.	Request a new Recycling Container
For 2 weeks in a row my yard waste has not been picked up.	Report Missed Curbside Collection
	Overgrown Grass
bottom of cart cracked	Request a new Recycling Container
Several vehicles parked on stiemly ave. Vehicles on the road are.apart.of dealership.  This is not a zoning issue but a police issue	Abandoned Vehicle on the Street
Expanding use into the road	Other Concerns
The grass along the B&A Trail is getting pretty tall. I realize that we are under a stay at home order, but I know county workers are still working. Is this just something that’s going to have to wait until the stay at home order is lifted? I’m worried about this, because ticks are expected to be especially bad this season. 

Thank you!
- Jason	Regional/Community Parks
trash piled up on the sidewalk, through out the yard and in the street	Trash, Garbage or Refuse
Recycling was not collected on 12/19/19	Report Missed Curbside Collection
blue trash can in front of house was not emptied	Report Missed Curbside Collection
Single family dwelling that the family rents out rooms and is breeding sugar gliders.
They have over 350 sugar gliders in the living room area
along with 6 dogs, 3 cats, a pig and several other caged animals.
The house smells and they do not have proper paperwork to 
breed and sell sugar gliders at $300 -$500 a piece. This is a business they run along with renting rooms out for cash under the table.	Interior Sanitation - Cockroaches, Bed Bugs
The family has several dogs, cats, a pig, and over 350 sugar gliders.
The house is unfit to live in and they are running a business selling
the sugar gliders.	Chickens/Roosters/Fowl
Help	Comment On Trash Service
New ownership	Request a new Recycling Container
dog bag dispenser needs refilling, i know it just got refilled Tuesday or today but its almost out again. the dispenser is located on walking path between mansion house crossing and Pepperbox. thanks !	Regional/Community Parks
tree is blocking entire sidewalk in front of 7876 Brighton ct	Tree Trimming
pet dropping bag dispenser needs refilling and the trash can needs to be emptied it's overflowing onto the ground. located 9n path between mansion house crossing and pepperbox.	Trash, Garbage or Refuse
pet bag dispenser is empty and needs refilling	Other Concerns
dog waste bin is overflowing at the dog path btw mansion house crossing and pepper box.	Trash, Garbage or Refuse
	Schedule Bulk Metal Pickup
located on path between  Mansion house crossing and Brighton Ct. the dog feces bag dispender is still empty and the attached trash can is over flowing , bags all over the ground. sent a request a week ago.	Regional/Community Parks
Today was trash day and two trash bags were not picked up.  This is trash not recycling.  The green note left had a list of reasons why it may not have been picked up and none apply.	Comment On Trash Service
3 cars in the front yard without tags.	Unregistered or Inoperable Vehicle
this is the fourth time I've reported this issue in over two weeks. I'm not sure what department or office handles this but the dog waste bin is overflowing and we need more bags please. is located on walking path btw mansion house crossing and brighton ct. please and thank you.	Other Concerns
7876 Mansion House Crossing has garbage piled up alongside the residence. This causing our neighborhood to see rats, mice, opossums and raccoons. We have never had this problem before. They also park motor vehicles on their front lawn. The tan vehicle pictured does not run. Finally they have a large camper that does not move parked and taking up several parking spaces. Isn’t there a county ordinance that makes people move there vehicles every 48 hours. This residence is a nusience in our neighborhood and is bringing down our property values. I have attached photos and would appreciate any assistance you can offer. Thank you very very much.	Trash, Garbage or Refuse
The road of Mansion House Xing/ Notely Road has become a freeway filled with speeders and people who disobey the stop signage who use this road as a cut through to Duvall highway which makes a residential road a HIGHWAY in itself. Since installing surveillance cameras I have witnessed on a daily basis 900-1000 motorist passing my house throughout all hours of day and night. Thought there are some safe drivers, people abuse this area and excessively speed, tailgate, and perform moving violations to avoid being on the main roads because they're either high/ drunk or a combination of both. I've lived here for 30 years and this road has gotten progressively worse. There are children, runners, and families of all ages who use the cross walks and I fear one day will be RAN DOWN because everyone uses this road as a highway. 

By installing speed humps at a modest height, as they have installed on Notely and the other side of Chesterfield this will help to prevent the excessive speed motorists are freely abusing on a daily basis. I find it disgusting that I have to put up with people using the straightway of my road as a 1320 drag strip to show off how loud their supped up car goes to impress NO ONE. It is ridiculous that every time we as a community try to have speed humps and awareness to the police we are shut down for NO GOOD REASON! I am embarrassed for district 3 leaders who have ignored our calls for help for years - THIS NEEDS TO STOP BEFORE SOMEONE DIES JUST BACKING OUT OF THEIR HOUSE TRYING TO GO TO THE STORE! IT IS MADDNESS!	Road Construction
DESCRIPTION
Speed Bumps. The lack of are ridiculous, Cars and trucks are speeding over twice the speed limit all day long. Police should set up radar traps.

Please forward to the police id you are unable to improve the roadway with proper speed bumps that will actually encourage vehicles to slow down.	Road Maintenance
The road of Mansion House Xing/ Notely Road has become a freeway filled with speeders and people who disobey the stop signage who use this road as a cut through to Duvall highway which makes a residential road a HIGHWAY in itself. Since installing surveillance cameras I have witnessed on a daily basis 900-1000 motorist passing my house throughout all hours of day and night. Thought there are some safe drivers, people abuse this area and excessively speed, tailgate, and perform moving violations to avoid being on the main roads because they're either high/ drunk or a combination of both. I've lived here for 30 years and this road has gotten progressively worse. There are children, runners, and families of all ages who use the cross walks and I fear one day will be RAN DOWN because everyone uses this road as a highway.   By installing speed humps at a modest height, as they have installed on Notely and the other side of Chesterfield this will help to prevent the excessive speed motorists are freely abusing on a daily basis. I find it disgusting that I have to put up with people using the straightway of my road as a 1320 drag strip to show off how loud their supped up car goes to impress NO ONE. It is ridiculous that every time we as a community try to have speed humps and awareness to the police we are shut down for NO GOOD REASON! I am embarrassed for district 3 leaders who have ignored our calls for help for years - THIS NEEDS TO STOP BEFORE SOMEONE DIES JUST BACKING OUT OF THEIR HOUSE TRYING TO GO TO THE STORE! IT IS MADDNESS!	Road Maintenance
An RV and a trash bin has been parked along the street for months and months. These vehicles are not allowed to be parked on this street and is a distraction to vehicles.  I have had close calls with cars backing out of driveway near this obstacles because they can not see and just back into traffic. Also the obstacles are blocking people and children walking or crossing the street.  Please have these vehicles removed. Can not see tags as they are blocked by a vehicle that bumps up to the back.	Abandoned Vehicle on the Street
	Request a new Recycling Container
Broken wheel on recycle container	Request a new Recycling Container
Back in May, Comcast had to cut a hole in a sidealk to inspect a power line they struck while installing cable. They cut into the sidewalk that runs along the street at the foot of my driveway. They put in a temporary fix, which was later ripped up by BGE as they needed to investigate the damage and repsir the power line. BGE poured asphalt over the hole and said they would inform the county of the temporary fix so that it could be fixed correctly later. 

But the recent rains have started to wear down the patch job and I'm afraid the hole may open up again. Just yesterday I noticed some of the asphalt is starting to break away from their attempt to cover the hole. The hole is on the sidewalk at the foot of my driveway, and people and cars are driving over it daily. It is just asphalt poured over a rather deep hole with BGE spray painted on it in white paint.

I was wondering if there is a timeframe or plan on the county coming out to repair the sidewalk correctly before an accident happens and someone gets hurt. I'm hoping someone from the county can come out and take a look and let us know what is going to be done. We are just concerned that someone may get hurt and will try to hold us accountable for the damages due to it's proximity to our house. Thank you.	Sidewalks
Recycling container not emptied. All neighbors were emptied	Report Missed Curbside Collection
unattended, broken down vehicles for years with flat tires, and partial on Coulson Road.	Unregistered or Inoperable Vehicle
Hall Road turning onto Coulson Road - multi-pot holes at the entrance of Coulson.   Thank you in advance for cleaning this up and fixing.	Pothole
Construction noise from the site behind my house. 845 pm on Tuesday November 6	Building Violation
Storm water and mud have consistently been collecting at the bottom of my driveway. If a small curb was built to direct the water and waste this would prevent further wear on my driveway.	Drainage Maintenance
A bobcat was being used on the construction site behind my house at 11pm at night. It looked as though they were grading a driveway. The excessive noise at 11pm is in violation of noise ordinances.	Building Violation
My trash is in 2 bins with large spray painted "Trash" on cans and was not taken today.	Report Missed Curbside Collection
	Septic System - Sewage overflow
hi I have 2 recycling container. they collect one of them but they left other on Monday. Its basically cardboard boxes in the container.	Report Missed Curbside Collection
Intersection of North Forest Trail and Bonaparte in Crownsville, MD	Pothole
Brown water	Water/Wastewater Concern
As listed before, main road of Hall Road, turning right into Coulson Road, multiple pot holes.	Pothole
Stop sign is missing. It was hit by a car and knocked down.	Traffic Signs
	Pothole
New construction house. Need initial recycle bin.	Request a new Recycling Container
Local teens gathering at the end of Club Road, leaving trash and the strong smell of POT. Would like to see a sign posted on the guard rail "NO LOITERING, NO DUMPING, BY ORDER OF ANNE ARUNDEL COUNTY POLICE"	Comment On Trash Service
	Pothole
The shoulder has eroded into the roadway at Rosewood Trail, near Herald Harbor Road, on the side closest to the Herald Harbor Mini Mart and Hideaway	Pothole
Missing Trash Can at Benches by flower planter, was taken Saturday night.	Regional/Community Parks
Trash and garbage everywhere in the yard including falling down structure (shed)	Trash, Garbage or Refuse
We are a Children's Learning Center and currently have four 65 gallon carts that are cracked.  Trash comes out of the cart as well as rodents are getting in to our cart.	Request a new Recycling Container
retaining wall, excavation - critical area	Building Violation
neighor built wall between 93 Great Lake Dr and 509 Tayman Drive causing flooding whenever it rains	Drainage Complaint
Jeep with expired registration in driveway flat tire	Unregistered or Inoperable Vehicle
overgrown low hanging trees are blocking the roadway creating a blind single lane turn.	Other Concerns
Large sinkhole type of pothole in the middle of the Mansion Drive, between Dove Lane and Tayman Drive.	Pothole
	Request a new Recycling Container
Trash collection has been missed the last 3 out of 4 weeks!!!  The only time it was picked up was when I put my container in front of the neighbors house.	Report Missed Curbside Collection
There are pine trees that are over grown and taking up half of the street on Tayman Dr. in some places the street is only 1 car wide now.	Other Concerns
Mine is broken	Request a new Recycling Container
Construction to home addition, multiple people living in house	Building Violation
building retaining wall and parking pad	Grading Violation
B02368756
permit says 24" retaining wall... this wall is clearly getting to about 4-5' at this point...	Building Violation
Resident constructed brick wall along property line in 2/2018 without permit. Wall has resulted in drainage issues where there was none before at the adjacent property, 93 Great Lake Drive. 509 Tayman is currently digging a 5 foot+ trench at property line, without obtaining permit. Appears to be installing a DIY pump, with no permit. Work is taking place within 10" of property line. No permit.	Building Violation
it's actually closer to the intersection with Tayman Dr, not really that close to 109 Mansion...  and it's an actual hole like a tiny sinkhole, hollowed out inside, not a pothole....	Pothole
pothole on busy street near schooll	Pothole
Pothole is about 8 inches at the intersection of Mansion Drive and Dove Lane in Annapolis, MD 21403	Pothole
blocked culvert	Drainage Maintenance
small white dog. looks like it has never been to the vet and it barks all day and night long non-stop	Other Concerns
Back dark color full size car in driveway on side of house	Unregistered or Inoperable Vehicle
Air BNB rental for 16 plus people in residential community.  Cars driving fast, load music and party at all hours	Overcrowding
Eastbount 100 left lane coming around corner inside left lane.	Pothole
Shady Lane street sign is knocked over	Traffic Signs
There are Stones all over the road	Road Maintenance
	Roadside Litter Pickup
There's a couch and bags of trash on the right side of North Shore Rd just before Eagle Hill Rd.	Junk
No one picked up my yellow recycle bin on Thursday, Jan 2. My next-door neighbors had their full bin picked up. I had nothing in it which would have been against county rules.	Report Missed Curbside Collection
	Request a new Recycling Container
SINCE BGE HAS DUGUP OUR ROADS, WE HAVE MULTIPLE POT HOLES FROM 400 TO 544 CLEVELAND ROAD.	Pothole
	Request a new Recycling Container
	Request a new Recycling Container
I am requesting a new recycling container. There were not any here when I moved in.	Request a new Recycling Container
Need my treadmill picked up from curbside	Schedule Bulk Metal Pickup
	Request a new Recycling Container
Sidewalk is partially covered in ivy for at least a year now.	Sidewalks
	Request a new Recycling Container
Is this not a platform for complaints?? I understand this issue is the responsibility of whomever resides in this house but they aren’t maintaining their sidewalk and it is a hazard. This is a route to the bus stop. Please tell me the number I need to call for a complaint.	Sidewalks
	Other Concerns
would like to upgrade to larger 95 gallon bin please	Request a new Recycling Container
	Request a new Recycling Container
	Request a new Recycling Container
trash was not collected	Report Missed Curbside Collection
Barking dogs	Other Concerns
Dark area needs light	Street Light Outage
Just a large refrigerator	Schedule Bulk Metal Pickup
Current bin is cracked on bottom and wheels broke off	Request a new Recycling Container
Huge pool of water 2" deep whenever it rains forcing pedestrians to walk into the main road or slip and fall in muddy grass. please fix this ASAP. thank you.	Drainage Complaint
	Request a new Recycling Container
Someone dumped a dead deer wrapped in silver tarp in the parking lot for Edgewater Park behind football building	Carcass Removal
	Request a new Recycling Container
No drain was included in the second story laundry area.	Building Violation
No permit pulled for Sign of Red Dresser	Illegal Signs
Purchased a new home at 1406 Circle Drive. I would like a 65 gal recycling container. This is a new construction home with no previous occupant.	Request a new Recycling Container
Two unregistered junked vehicles have been parked in the front yard for months.	Unregistered or Inoperable Vehicle
There is a wire dangling down on someone’s car. BGE says it’s not there’s and it has been there for at least 2 months.	Cable Service
Nail salon equipment filled with dirt mosquito infested water.	Junk
Storm water planter box have been dugout and modified to drain on outside of box, causing water to run in neighbors yards	Drainage Complaint
Dark Tortoiseshell Female Cat w/ black & brown hair & streaks of gold, orange or yellow in her hair.	Lost Pet
There is a manhole cover sinking into the ground on Mayo Road. We had reported it as a pothole about a month ago and someone came out and patched it with asphault, but it has continued sinking into the ground. This manhole cover presents a serious  traffic hazard. People swerve out of the way to avoid it and into oncoming traffic. It's only a matter of time until it turn into a full sinkhole or causes a  serious accident. This whole section of road should be repaved and this obstacle eliminated!	Road Maintenance
The new curb and gutter for the new entrance to the Elementary School is to far into the roadway. They installed a nose-down, and it is directly onto the stripe. This is a hazard.	Road Construction
Large pothole on the road.	Pothole
	Request a new Recycling Container
People moved out of 1606 Cambridge Road and left a ton of junk on the curb for trash pickup. The trash and recycling people picked up what was in the bins, but they did not take the rest of the furniture and other junk left behind. Can the county bring someone to clear up the furniture and other junk the people left behind?	Report Missed Curbside Collection
	Pothole
Old one has wheels broken off by pick up company.	Request a new Recycling Container
Tree is over grown and dangerously hanging on power lines on the corner of Marlboro Rd and Whiteford Pl, Edgewater MD.	Tree Trimming
Who do I contact to get a raised cross walk and some speed bumps on this road? The cars fly up and down this road 24/7! We need something to slow these cars down because our kids play out here and so do the other neighborhoods kids	Other Concerns
The hydrant shutoff street valve In front of 345 Old Line Avenue is missing a cover causing an appropriate 6” pothole.	Pothole
water coming from sink and toilet is Brown	Water Quality Testing
Short black hair, green eyes, very petitie, looks like a younger cat but is actually 12 years old	Lost Pet
The residents have had garbage and refuse in their backyard for a couple of years now. Its has been pressed up against my fence for so long that it had knocked part of my fence over. There has also been a problem with the neighbors leaving dog feces on my lawn. I have notified them of this on numerous occasions but they refuse to clean up after their animal. Things had even escalated to verbal altercations. Thank You for your help in this matter.	Trash, Garbage or Refuse
For years there has been overgrown grass and trash in the yard. Trash has been piled and left up against my fence and has made part of my fence fall over.	Overgrown Grass
I live in a mobile home park where for the last few years people have been building whatever they want wherever they want. My neighbor has converted his 2 bedroom trailer to a 4 bedroom and has proceeded to build a monstrous shed within inches of my driveway. I know the home has not been inspected since the rooms have been added and I doubt there is a permit for this shed.	Building Violation
317 Marganza S, Dump truck parked on LAWN + house has garbage and piles of trash. Home in disrepair.	Trash, Garbage or Refuse
Been building out for weeks, multiple families moving in now. This is a single family home not a hotel.	Overcrowding
A hole approx 24" by 12" and 6" deep has opened alongside a steel plate that was installed in the center of the south travel lane directly in front of 343 Brock Bridge Road, Laurel, MD.  Either the hole needs to be filled, or a larger or second steel plate needs to be installed.	Water/Wastewater Concern
HUGE pothole opening in middle of busy lane. Needs immediate attention please.	Pothole
They have working in the basement for a couple months but now it looks like they are adding an addition on the kitchen. No permit is visible on the property	Building Violation
Dryer	Schedule Bulk Metal Pickup
340 Marganza S is overcrowding address. Please disregard 343.	Overcrowding
trailer with junk parked on street, parked in front of someone else's home.	Abandoned Vehicle on the Street
Hi, we moved into this house months ago and were hoping to get a 65-gallon wheeled cart. We tried a few months ago and it never arrived, so we're trying again. Looking forward to getting it!	Request or Repair a Recycling Bin
Potable water is brown	Water/Wastewater Concern
Although we already have a 65 gallon recycle bin we usually fill up a our 65 gallon, a 32 gallon and a 18 gallon recycle Bin and would really like to just have two 65 gallon bins. Thank You	Request or Repair a Recycling Bin
He is a long haired black cat who never goes out.	Lost Pet
Wearing pink harness	Lost Pet
The orange cone identifies the latest pothole.	Pothole
its been fixed several times and has opened back up	Pothole
The pothole is slowly growing and holds water. It is hard to see the edges of the hole when the water it holds doesn't dissipate.	Pothole
Shoreham beach road just before waterview road there are several potholes and road is crumbling	Pothole
There is standing water in multiple places at the intersection of Shoreham Beach and Beach Rd. There is at least one medium sized pot hole and maybe another forming as a road depression.	Pothole
westbound shoreham beach road in edgewater, md 
if traveling eastbound the potholes are past waterview road on left hand side before turn in road on hill they are in the travel lanes
Thank you	Pothole
Pothole getting larger and in travel lane	Pothole
Couch dumped in ditch along Shoreham Beach Rd on the right hand side as you head toward Triton Beach Rd.	Other Concerns
I am writing to inform you of a possible violation of the Critical Area Program. 


I live in the neighborhood known as Winchester on the Severn.  Most of the homes here are technically in Annapolis/Anne Arundel County, and all of the homes are in the Critical Area.


Recently one of my neighbors hired a landscaping company to “clear cut” the backside hill of his property.  Dozens of trees were cut down and all of the bushes and native plants were cut back completely (pictures below).  Virtually nothing was left on the hill and recent rains have caused erosion of soil down to the Severn River, which is approximately 600 feet away.  Numerous tree stumps are still evident on the hill.


I believe the property address is 220 Riverside Drive, although the hill that was clear cut is on the backside of the main property.


I am not sure if the property owner contacted you for prior approval of this action, if so fine.  However, I would be shocked if the Critical Area Program administrators would approve such a major clear cutting.


I respectfully request your review of this situation as remediation measures might need to be taken.


A Concerned Neighbor	Grading Violation
White open back truck. Expired tags. Sitting for a couple year on the street	Abandoned Vehicle on the Street
sidewalk, apron and curb are safety hazard. Please have an inspector come assess.	Sidewalks
Dead cat, been there several days, Waugh Chapel Road near intersection with Dairy Farm Road	Carcass Removal
Asha and I were in a car accident on Telegraph RD on 7/10. Her crate burst open at that impact and she ran out. She is probably shaken up and hiding. She loves cream cheese and is an indoor cat, so she may be looking near houses for food or shelter.	Lost Pet
	Unregistered or Inoperable Vehicle
	Request a new Recycling Container
Trees/shrubs between fences, underneath power lines are over grown and unmanageable by 2244 or 2243.	Tree Trimming
As noted in request #7409259, the poles at this intersection serve absolutely no purpose other than to make turning more difficult. Parking at that corner is already illegal due to the fire hydrant located there. So, why does A.A. county continue to insist on putting poles in a location that are likely to cause accidents rather than preventing any problem. Please at least explain why they are there if they are going to remain. What problem are they solving?	Traffic Signs
Pet waste receptacle request:  I live at 811 Phyllis street, Odenton 21113.  This is a fairly new community and many of us are dog owners and we would really like to have a dog waste station added along the sidewalk along Waugh Chapel Road near our community.  The ideal location would be across the street from the Waugh Chapel Swim Club.  Is this possible?  Thank you for your consideration.  Kerri Cronin	Other Concerns
this looks more like the start of a sinkhole, fairly new and pretty deep already	Pothole
There’s a sink hole in the road that has gotten progressively worse at a semi-alarming rate at this intersection. The road is now beginning to crack from the sinkage	Road Maintenance
What is the purpose of the 3 poles that were placed on Dairy Farm, right where cars turn in from Waugh Chapel Road? It can't be for parking reasons, as there is a fire hydrant there making parking illegal anyway. All those poles do, as far as I can tell, is make the turn from either direction of Waugh Chapel more difficult. They've been knocked down at least once, and I predict they will continue to be knocked down. Please just remove them.	Traffic Signs
Over the last few weeks, white bumpers have been installed on Dairy Farm Road at intersection with Waugh Chapel- it is very dangerous now for vehicles attempting a left turn from Dairy Farm as vehicle turning from Waugh Chapel needs to negotiate a turn on a very narrow lane and today I was almost hit by a vehicle turning left from Waugh Chapel when they over corrected. What is the point of these white numbers that narrowed the turning area? The light also seems extremely long now as well	Road Maintenance
The street light glass has shattered onto the sidewalk.	Street Light Outage
Public sidewalk is sinking and cracking causing a tripping hazzard	Sidewalks
Why are the poles back up?  When you turn right on to dairy farm road these poles are a hazard.  One minute up and then down. Why are they there and can't you out up a sigh so we can adjust properly for that turn. They serve no purpose.	Traffic Signs
Missed again... Clearly visible and out the night prior to the collection	Report Missed Curbside Collection
	Pothole
My backyard seems to be a swamp for days after it rains. My neighbor built a shed along the fence line with gravel and a plastic water barrier installed which I think is impeding the water in my backyard to reach the trench drain in between the houses to drain to the sidewalk/street. Can you please check to see if this fence and shed were illegally installed without obtaining a permit. It seems they changed the grading when installing the fence and shed which is affecting the water in my backyard to drain properly. I appreciate your help. Thank You	Building Violation
My backyard seems to be a swamp for days after it rains. My neighbor has built a shed along the fence line with gravel and a plastic water barrier installed which I think is impeding the water in my backyard to reach the trench drain in between the houses to drain to the sidewalk/street. Can you please check to see if this fence and shed were illegally installed without obtaining a permit. It seems they changed the grading when installing the fence and shed which is affecting the water in my backyard to drain properly. I appreciate your help. Thank You	Drainage Complaint
	Request a new Recycling Container
this office is doing demolition and construction without a permit.  Over the past two weekends, construction crews have been at the office doing work.  Large deliveries of wallboard,  studs, insulation, wiring.   Electric company (Cross Electric) appears to be one of the contractors although most vehicles have no identifying marks.   This type of massive construction (complete teardown and rebuild) is very much a safety issue.  Pictures are available and can be mailed to your office.	Building Violation
