sentence	label
near middle of intersection	Pothole
pothole north of 2nd St on Magnolia ave	Pothole
large pothole in middle of the road	Pothole
The curbside asphalt along the edge of the road is dilapidated and missing. Causing unsafe conditions.	Pothole
There is a large pothole in the street in front of my house.	Pothole
This is a huge and very dangerous pot hole and we are afraid some one will get hurt or killed.  It is getting worse each day and perhaps the street cleaner made it worse.  It needs to be attended ASAP.	Pothole
3 potholes near this intersection	Pothole
Weeds getting tall in some parts of the Tucson "Open Space" area behind the old Duffy Elementary school.	Overgrown Weeds & Vegetation
In the center of the road at Magnolia / 3rd St	Pothole
This is a view from the inside   A good eight inches deep.	Pothole
Here are some pictures of these potholes, we don't ever know which way to move to avoid one of the other.	Pothole
	Pothole
There are multiple large potholes on E 3rd St between Magnolia Ave and N Beverly Ave.	Pothole
190 ft of 875 cable taken off conduit by building contractor	Damage Claim
Wash south of Alvernon Park needs to be serviced.	Drainage/Wash Maintenance
in the right lane just past Irving on 5th	Pothole
Pothole in east bound right hand lane of 5th st. at N El Camino Del Norte	Pothole
Large pothole, Eastbound on 5th St. at N. El Camino del Norte. Pole in pix is 110cm long.  Hole is 10-12cm deep. Bent two of my rims!	Pothole
This is the 2nd notification for broken tree branches that need to be removed.	Overgrown Vegetation/Trees
Hope to help out the City by getting these mapped.	Pothole
Large pothole on south side of the street in front f driveway.	Pothole
Pothole forming, westbound 5th w. of Alvernon	Pothole
Not sure if there is a switch for the park lights somewhere, but the lights around the baseketball court are either not working or don't turn on after dark.

Thank you!	Streetlight Issues
	Graffiti
Deep, oversized, need fix ASAP please	Pothole
Montevideo Pothole.  Help needed.	Pothole
Streetlights around Longfellow/Kilmer are out	Streetlight Issues
Brush and Bulky did not pick up mattress and now it is being used by homeless people	Illegal Dumping
This is associated with the drainage issue on this section of E. Calle Ensenada.	Pothole
The local streets in the El Montivideo are very awful, but this is one of two areas in the neighborhood, where there is a major drainage/flooding issue (the other being Calle De Soto).  This is resulting in cracking of the asphalt due to undermining of the street and street associated with the weight of the water.  A mosquito issue also is evident during the warmer months.  This can be corrected with some simple regarding within the right of way and repair of pot holes.	Pothole
Another pothole in front of the house at 3802 E. Calle Ensenada.  The street is bad enough that running in the morning before dawn is a major risk taking event.  I look forward to the City addressing this issue.  Thanks.	Pothole
On the west side of park, along wall, there are several large P.V. branches that need to be cut and hauled away.	Overgrown Weeds & Vegetation
several potholes on 5th Street, east of country club and west of colubus on north and south side of the street	Pothole
West of park, along wall, illegal dumping.	Litter
The intersection of Speedway and Pantano, has large potholes. You hit them when turning.	Pothole
Button Willow Rd. is in need of repair; there are numerous cracks in this road.  Please fix.  Thank you.	Pothole
There are potholes in the middle of Smooth Sumac Ln.  Please fix.  Thank you.	Pothole
There is blue gang graffiti on the back of the wall belonging to Pavilions at Pantano Apts. (right on Button Willow Rd).  The same graffiti is also on the eastern curb of Button Willow Rd., on some rocks, as well as in the wash.  PLEASE CLEAN ASAP!!	Graffiti
The streetlight on the corner of 2nd and Pantano is burned out.	Streetlight Issues
There is neon pink graffiti on the Right Turn Only sign located on Speedway right before Button Willow.  There is also a shopping cart at the corner of Speedway and Button Willow.	Graffiti
After turning onto Button Willow Rd. from Speedway, there is a pothole in the middle of Button Willow Rd., about 1/4 up the street after turning from Speedway.	Pothole
There was a major water main break the night of 10/27/17 that flooded this neighborhood.  As such, the entire neighborhood (three streets: Smooth Sumac Ln., Sugar Maple Pl., and Silverleaf Oak Pl.) has LOTS of debris (large rocks, sand, mud, tree branches, etc.) in the streets that needs to be cleaned.  Perhaps a street sweeper can come ASAP.  Thank you in advance for your prompt attention to this matter.	Water Waste
There are numerous potholes on east McGuire avenue where it intersects with Seneca. This is a popular route for pedestrians and vehicles are swerving to avoid the potholes, decreasing the safety of the street.	Pothole
Street light # TEP D2D 00223 outside unit 407 at 8080 e speedway blvd 85710 is not working; perhaps just burnt out bulb that needs replacement bulb.  please repair at tep expense.  this street light has frequent problems so please replace wiring at tep expense	Streetlight Issues
The street on the map is incorrecty labeled.  The graffiti is located on BUTTON WILLOW (the street directly off of Speedway), not SMOOTH SUMAC LN.  The graffiti is on the beige wall of the apt. complex located at 8100 E. Speedway.  Please remove ASAP.  Thank you.	Graffiti
There is graffiti on the utility box located right at the intersection of Speedway Blvd. and Button Willow Rd.  Please clean ASAP!  Thank you.	Graffiti
IRRIGATION WATER LEAK	Other
Report several large potholes at intersection of n Pantano and e speedway in east Tucson. going west on speedway and as you turn left to get on Pantano going south, several potholes in intersection	Pothole
POTHOLE ON SPEEDWAY GOING WEST JUST AS YOU TURN SOUTH ON PANTANO	Pothole
Many deep and jagged potholes throughout the intersection. Notably, a few are in the direct path of right turns and left turns, making the intersection especially dangerous to motorcycles turning.	Pothole
The red light is burned out on one of the South-facing lights.	Streetlight Issues
There is multi-colored graffiti on the wall of the side of the house (along a public pathway that leads into a desert area) located at 8186 E. SMOOTH SUMAC LN.  The utility box located on the side of this house is also covered in graffiti.  PLEASE CLEAN ASAP!  Thank you!	Graffiti
There are several shopping carts in the wash located at the corner of Speedway Blvd. and Button Willow Rd.  Please remove the carts from the wash and return them to their respective stores.  Thank you!	Litter
I hit this pothole last night on my bike. Next thing I knew my handle bars were bent 90 degrees, and a nice lady at urgent care had to dig the gravel out of my elbow. Please fix.	Pothole
810 E Fort Lowell Road
east of N Park Avenue
One tag on the east side of the large metal utility pole on east side of the JDP Dental Labs property; red spray paint "WOER"	Graffiti
820 E Fort Lowell Rd
between N 1st Avenue and N Park Avenue
Two tags on both sides of large painted metal utility pole, on west side of property (between JDP Dental and Lee Shanok); black marker "SOONR" and "SOON" with connecting arrow around the back of the pole.	Graffiti
East side of traffic signal pole for eastbound traffic on E Fort Lowell Road; two black spray paint tags "rbk"	Graffiti
3128 N 1st Avenue
along E Fort Lowell Road
One tag on sidewalk at bus stop trash bin north of Circle K, along E Fort Lowell Road; dripped blue paint "MA"	Graffiti
Southbound, west lane	Pothole
Large pothole Going Southbound on First Avenue, just north of Fort Lowell, left lane – large pothole in front of Tucson Map and Flag.	Pothole
killer-crator deep pothole ( potentially may rip you or yours) size of a large pillow close to dividing line, right side of left lane Approximately across from Boondocks Lounge. Please!
11/9/12: Those potholes have been patched. Thank-you, good job!	Pothole
western lane-southbound on 1st.	Pothole
good scrap (maybe a truck's load was lost to the street) gal. of paint, door, carpets, wood framed tool box, vacuum cleaner, etc. was blocking 1st ave. traffic southbound, I moved it off some. but please check it out.	Graffiti
There is a large pothole as you turn out of halcolyn onto first ave.	Pothole
	Graffiti
southbound left lane of 1st ave
small deep pothole approaching intersection with Ft. Lowell	Pothole
930 E Fort Lowell Road
along N Park Avenue
Three tags on black painted slatted chain link fence on east side of Sun Belt Rental property along N Park Avenue; white spray paint "RIGS" "MADK" and "HAVOC" with wiggly arrows	Graffiti
Sw corner	Streetlight Issues
2x2 ft, 3 inches deep pothole next to small water cover in the intersection of Navajo/Fontana	Pothole
Pothole at SE corner of intersection	Potholes
Pothole patching request on Southbound lane on N 1st Avenue, North of Ft Lowell . please fill it. It's very deep.	Potholes
Light is out	Lights out
City of Tucson what an amazing job on the latest street recapping at Starr Pass blvd between Mission Rd and La Cholla blvd, but we don’t understand why those poles were installed along both sides of the highway...! We were very proud of our widen street section, relaxed driving experience UNTIL this weird design. It was done for cyclists?  for cars not to park? To avoid U turns, well not of the above were good idea. We believe it was a waste of money, makes everybody -that I know- very tunnel, narrowly and unsafe driving . We hope they get removed. Thanks	Pothole
Couches and brush	Drainage/Wash Maintenance
Suntrans old dumpster from a moved bus stop that doesn't get emptied anymore so just blows around.	Litter
Constituent reports a tree limb overhanging the roadway at 3679 E Fjord Pony Rd. They state that it is starting to hit larger trucks as they drive through the area and requests it be trimmed back if possible.	Vegetation Management
Street sign located at the corner of N Twin Lakes and E Canter Rd Possible hit by current construction in that cul-de-sac.	Sign Maintenance
Loose gravel coming up through recently repaired roads in Fall of 2018: The roads in our HOA were recently done in the Fall of 2018. And while I greatly appreciate them being patched and re-sealed I believe the final coat was either not done or was not done correctly, possibly to thin. Immediately following the completion of our community roads gravel was coming up. At times it sounds like you are driving on a gravel road instead of one recently sealed. Black Horse Ranch community is separated into three sections. I would like to meet with someone from Pima County Road Maintenance in person to review the roads within our HOA community and try to understand what is happening to roads that Pima County/Cholla Pavement just resealed. 
This is my second request. I sent photo's previously and was told it was dirt from construction in a cul-de-sac off of E Canter Rd and Golder Ranch Rd. If it was happening in that area only then I would agree. Unfortunately, is happening in all three of the sections. In the N Twin Lakes Dr section, N Gwynns Run DR section and the N Rugged Lark Dr section. I did contact Cholla pavement first and was told I would need to contact Pima County. And while the photo attached was taken off of E Wilds Rd and N Gwynns Run Dr it does not really matter as you can take this same photo throughout our community and they would all look the same.
 
 Comment media image	Field Review
The roads in our HOA were recently done in the Fall of 2018.  And while I greatly appreciate them being patched and re-sealed I believe the final coat was either not done or was not done correctly, possibly to thin. Immediately following the completion of our community roads gravel was coming up. At times it sounds like you are driving on a gravel road instead of one recently sealed.  Black Horse Ranch community is separated into three sections.  I would like to meet with someone from Pima County Road Maintenance in person to review the roads within our HOA community and try to understand what is happening to roads that Pima County/Cholla Pavement just resealed. 
This is my second request. I sent photo's previously and was told it was dirt from construction in a cul-de-sac off of E Canter Rd and Golder Ranch Rd. If it was happening in that area only then I would agree.  Unfortunately, is happening in all three of the sections.  In the N Twin Lakes Dr section, N Gwynns Run DR section and the N Rugged Lark Dr section. I did contact Cholla pavement first and was told I would need to contact Pima County. And while the photo attached was taken off of E Wilds Rd and N Gwynns Run Dr it does not really matter as you can take this same photo throughout our community and they would all look the same.	Other
	Sign Maintenance
	Parking Enforcement
	Pothole
I'll try to send photo.	Illegal Dumping
Restaurant or bar throws garbage in alley.  Trash trucks don't clean op spills.Rats come	Alley Cleaning
Streetlight off during nighttime hours.	Streetlight Repair Investigation
Parking meter says FAIL	Parking Meter Repair
The flex post at the entrance to the cycle track is missing.	Roadway Marking Maintenance
Not working  is dead	Parking Meter Repair
Truck parked in travel lane	Parking Enforcement
	Sidewalk Repair
Parking meter was not adding time when coins were added and sometimes added the wrong amount of time for quarters. 25c should be 30min however only 12min was credited.	Parking Meter Repair
	Parking Enforcement
sign is missing the top bolt, is falling over	Sign Replacement
18th St between K and L, NW is atrocious and has been for years.  The block is in serious need of repaving.	Roadway Repair
Parked in NO STOPPING turning lane	Parking Enforcement
All four cobra lights at intersection of CT Ave and L are out.	Streetlight Repair Investigation
parked in both no parking anytime & bike lane	Parking Enforcement
Pedestrian signal not working when on Walk.	Traffic Signal Issue
	Parking Enforcement
Already put 75cents on meter	Parking Meter Repair
Despite Public Works digging a slight trench in my front yard during the second week of January, 2016 (as part of an effort to regrade Grove Hill), I am once again having drainage problems. The trench was not deep enough to allow my yard to drain adequately; hence, rainwater builds up quickly and pushes the water back toward my house filling up my septic system. I would appreciate a re-digging of the ditch -- hopefully a bit deeper to help alleviate the problem. Thank you so much for your attention to this matter! -- Karen Davis	Ditch Maintenance
The Cul-De Sac at the end of  Quail Ave has large Pot Hole and Collecting water.  This is now Breeding Mosquitoes in the AREA.  Please fill in the Hole with Rock or Concrete the cycle.  This is the ONLY Cycle in the Neighborhood Not Cemented Fully.	Drainage Problem
This is a yield sign that is in front of Carol Paul Realty on the corner of Grove point and King George Blvd. it's faded you cannot see it it needs to be replaced	Sign - Repair
Stop Sign at the corner of Friendly Ave and Quail st has been push over needs to be uprighted

Also the stop sign at the corner of Pine Grove Rd and Quail st needs to be uprighted

Thank You
Larry sanders
9124840966	Sign - Repair
Greetings,  Thank you for coming out to clear brush and small trees in the Grove Hill community this week (Lakeshore Drive, 31419).  I would love to have the same service near my address, 203 Lakeshore Drive, which is down the street from where crews worked already. Would this be possible?	Tree Maintenance
ditch not draining	Ditch Maintenance
Duplicate	Pothole in Street Complaint
	Rodent Baiting/Rat Complaint
	Alley Light Out Complaint
Locked	Building Violation
	Alley Light Out Complaint
Duplicate	Alley Light Out Complaint
	Alley Light Out Complaint
Clogged storm drain on east side of street	Street Cut Complaints
Clogged storm drain on east side of street	Street Cut Complaints
Duplicate	Pothole in Street Complaint
	Pothole in Street Complaint
	Alley Light Out Complaint
Gone on Arrival - Vehicle	Abandoned Vehicle Complaint
Duplicate	Pothole in Street Complaint
	Water in Basement Complaint
	Street Light Out Complaint
	Abandoned Vehicle Complaint
	Tree Debris Clean-Up Request
	Pothole in Street Complaint
Duplicate	Street Light Out Complaint
	Graffiti Removal Request
This person puts out large box of bread, peanuts and seeds.. Never fail to see at least 10 rat's a day	Graffiti Removal Request
	Tree Removal Request
	Graffiti Removal Request
	Garbage Cart Maintenance
	Graffiti Removal Request
Duplicate	Street Light Out Complaint
Duplicate	Street Light Out Complaint
Duplicate	Street Light Out Complaint
	Tree Planting Request
	Street Light Out Complaint
Locked	Building Violation
Duplicate	Building Violation
Locked	Building Violation
Duplicate	Building Violation
	Abandoned Vehicle Complaint
Locked	Building Violation
	Graffiti Removal Request
	Graffiti Removal Request
	Graffiti Removal Request
Duplicate	Alley Light Out Complaint
Duplicate	Traffic Signal Out Complaint
	Street Light Out Complaint
	Graffiti Removal Request
	Rodent Baiting/Rat Complaint
	Restaurant Complaint
	Graffiti Removal Request
	Operating Without Business License Complaint
	Graffiti Removal Request
Speed limit sign down on NW corner of Lunt & Greenview.	Tree Debris Clean-Up Request
No Problem Found	Tree Debris Clean-Up Request
	Street Light Out Complaint
	Traffic Signal Out Complaint
	Street Light On During Day Complaint
	Street Light On During Day Complaint
	Street Light Out Complaint
	Traffic Signal Out Complaint
	Traffic Signal Out Complaint
	Pothole in Street Complaint
	Water Lead Test Kit Request
	Rodent Baiting/Rat Complaint
	Pavement Cave-In Survey
Survey Completed - No Citation Issued	Pavement Cave-In Survey
	Pavement Cave-In Survey
	Pavement Cave-In Survey
Duplicate	Pavement Cave-In Survey
Duplicate	Street Light Out Complaint
	Tree Debris Clean-Up Request
	Tree Debris Clean-Up Request
	Rodent Baiting/Rat Complaint
	Tree Debris Clean-Up Request
	Street Light Out Complaint
	Pavement Cave-In Survey
	Street Light Out Complaint
Duplicate	Street Light Out Complaint
Duplicate	Street Light Out Complaint
Duplicate	Street Light Out Complaint
Duplicate	Street Light Out Complaint
	Building Violation
	Street Light Out Complaint
	Tree Debris Clean-Up Request
	Water Lead Test Kit Request
	Pothole in Street Complaint
	Street Light Out Complaint
	Street Light Out Complaint
	Street Light Out Complaint
Duplicate	Tree Debris Clean-Up Request
	Street Light Out Complaint
	Street Light Out Complaint
	Street Light Out Complaint
	Pothole in Street Complaint
	Tree Debris Clean-Up Request
	Street Light Out Complaint
	Street Light Out Complaint
	Street Light Out Complaint
	Street Light Out Complaint
	Abandoned Vehicle Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
	Street Light Pole Damage Complaint
	Street Light Out Complaint
	Abandoned Vehicle Complaint
	Building Violation
	Building Violation
	Tree Debris Clean-Up Request
	Tree Debris Clean-Up Request
Duplicate	Pothole in Street Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
	Street Light Out Complaint
	Street Light Out Complaint
	Street Light Out Complaint
	Pavement Cave-In Survey
	Rodent Baiting/Rat Complaint
	Tree Debris Clean-Up Request
	Street Light Out Complaint
	Pothole in Street Complaint
	Alley Light Out Complaint
Completed. Pothole Patched.	Pothole in Street Complaint
	Graffiti Removal Request
	Pothole in Street Complaint
	Graffiti Removal Request
	Street Light Out Complaint
	Street Light Out Complaint
	Rodent Baiting/Rat Complaint
	Street Light Out Complaint
	Street Light Out Complaint
Duplicate	Street Light Out Complaint
	Street Light Out Complaint
	Rodent Baiting/Rat Complaint
Pothole Patched	Pothole in Street Complaint
	Graffiti Removal Request
	Graffiti Removal Request
	Graffiti Removal Request
	Street Light Out Complaint
	Graffiti Removal Request
Graffiti - Painted	Graffiti Removal Request
	Garbage Cart Maintenance
Graffiti - Painted	Graffiti Removal Request
	Graffiti Removal Request
	Alley Light Out Complaint
	Alley Light Out Complaint
	Rodent Baiting/Rat Complaint
	Alley Light Out Complaint
	Abandoned Vehicle Complaint
Duplicate	Street Light Out Complaint
Graffiti - Painted	Graffiti Removal Request
Graffiti - Painted	Graffiti Removal Request
	Abandoned Vehicle Complaint
	Tree Planting Request
Assigned to Traffic Signal Repairman	Traffic Signal Out Complaint
	Sewer Cleaning Inspection Request
	Street Light Out Complaint
	Street Light Out Complaint
	Pothole in Street Complaint
	Alley Light Out Complaint
	Graffiti Removal Request
	Abandoned Vehicle Complaint
	Abandoned Vehicle Complaint
	Abandoned Vehicle Complaint
	Tree Debris Clean-Up Request
	Rodent Baiting/Rat Complaint
	Abandoned Vehicle Complaint
	Pothole in Street Complaint
	Garbage Cart Maintenance
	Dead Animal Pick-Up Request
	Rodent Baiting/Rat Complaint
	Alley Pothole Complaint
	Water Lead Test Kit Request
	Graffiti Removal Request
	Abandoned Vehicle Complaint
	Building Violation
	Graffiti Removal Request
Duplicate	Pothole in Street Complaint
	Street Light Out Complaint
Duplicate	Pothole in Street Complaint
	Rodent Baiting/Rat Complaint
	Sewer Cleaning Inspection Request
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Street Light Out Complaint
	Graffiti Removal Request
	Restaurant Complaint
Pothole Patched	Pothole in Street Complaint
Assigned to Traffic Signal Repairman	Traffic Signal Out Complaint
Duplicate	Pothole in Street Complaint
	Building Violation
Graffiti - Painted	Graffiti Removal Request
	Graffiti Removal Request
Graffiti - Painted	Graffiti Removal Request
Graffiti - Painted	Graffiti Removal Request
Duplicate	Pothole in Street Complaint
Emergency Resolved -Traffic Truck Non Emergency Transfer Outcome	Traffic Signal Out Complaint
Duplicate	Pothole in Street Complaint
Graffiti - Painted	Graffiti Removal Request
	Construction & Demolition Complaint
Completed. Graffiti - Painted.	Graffiti Removal Request
Graffiti - Painted	Graffiti Removal Request
Graffiti - Painted	Graffiti Removal Request
Graffiti - Blasted	Graffiti Removal Request
Graffiti - Painted	Graffiti Removal Request
Completed. Graffiti - Painted.	Graffiti Removal Request
Graffiti - Blasted	Graffiti Removal Request
Graffiti - Painted	Graffiti Removal Request
Graffiti on lamp pole on Elston in front of Best Buy	Graffiti Removal Request
	Pothole in Street Complaint
Graffiti - Painted	Graffiti Removal Request
	Pothole in Street Complaint
	Sanitation Code Violation
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Sanitation Code Violation
	Pothole in Street Complaint
	Street Light Out Complaint
Duplicate	Street Light Out Complaint
Duplicate	Street Light Out Complaint
	Alley Light Out Complaint
	Street Light Out Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
Debris Picked Up	Tree Debris Clean-Up Request
	Tree Debris Clean-Up Request
	Graffiti Removal Request
	Water Lead Test Kit Request
	Alley Light Out Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
CDOT Alley Light Out Transfer Outcome	Street Light Out Complaint
Duplicate	Alley Light Out Complaint
Duplicate	Alley Light Out Complaint
	Dead Animal Pick-Up Request
	Tree Debris Clean-Up Request
	Tree Debris Clean-Up Request
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Water On Street Complaint
	Rodent Baiting/Rat Complaint
	Animal In Trap Complaint
	Animal In Trap Complaint
	Tree Debris Clean-Up Request
	Rodent Baiting/Rat Complaint
	Garbage Cart Maintenance
	Sewer Cleaning Inspection Request
	Sewer Cleaning Inspection Request
	Sewer Cleaning Inspection Request
	Sewer Cleaning Inspection Request
	Sewer Cleaning Inspection Request
	Sewer Cleaning Inspection Request
	Vacant/Abandoned Building Complaint
	Stray Animal Complaint
	Sanitation Code Violation
	Water Lead Test Visit Request
	Abandoned Vehicle Complaint
	Graffiti Removal Request
	Rodent Baiting/Rat Complaint
	Street Light On During Day Complaint
	Tree Removal Request
	Sidewalk Inspection Request
	Street Light Out Complaint
	Garbage Cart Maintenance
	Graffiti Removal Request
Duplicate	Pothole in Street Complaint
	Pothole in Street Complaint
	Garbage Cart Maintenance
	Garbage Cart Maintenance
	Blue Recycling Cart
	Street Light Out Complaint
Locked	Building Violation
	Sanitation Code Violation
	Water On Street Complaint
	Sewer Cleaning Inspection Request
	Sewer Cleaning Inspection Request
Duplicate	Pothole in Street Complaint
	Tree Debris Clean-Up Request
	Alley Pothole Complaint
	Alley Pothole Complaint
	Alley Pothole Complaint
Duplicate	Street Light Out Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Street Light Out Complaint
	Street Light Out Complaint
	Tree Debris Clean-Up Request
	Water On Street Complaint
	Water On Street Complaint
	Water Lead Test Visit Request
Duplicate	Street Light Out Complaint
Duplicate	Street Light Out Complaint
Duplicate	Street Light Out Complaint
	Street Light Out Complaint
	Rodent Baiting/Rat Complaint
	Rodent Baiting/Rat Complaint
	Sign Repair Request - All Other Signs
	Graffiti Removal Request
	Graffiti Removal Request
	Abandoned Vehicle Complaint
	Abandoned Vehicle Complaint
	Tree Planting Request
	Pothole in Street Complaint
	No Heat Complaint
	Garbage Cart Maintenance
	Blue Recycling Cart
	Garbage Cart Maintenance
	Tree Removal Request
	Pothole in Street Complaint
	Water Lead Test Kit Request
	Sign Repair Request - All Other Signs
	Pothole in Street Complaint
	Sidewalk Inspection Request
	Rodent Baiting/Rat Complaint
	Sanitation Code Violation
	Graffiti Removal Request
	Pothole in Street Complaint
	Sign Repair Request - All Other Signs
	Street Light Out Complaint
Placed 7 Day Sticker/AV	Abandoned Vehicle Complaint
Duplicate	Street Light Out Complaint
Graffiti - Painted	Graffiti Removal Request
	Street Light Out Complaint
	Pothole in Street Complaint
	Street Light Out Complaint
	Building Violation
	Pothole in Street Complaint
Duplicate	Graffiti Removal Request
Duplicate	Pothole in Street Complaint
	Graffiti Removal Request
	Street Light Out Complaint
	Graffiti Removal Request
	Street Light Pole Damage Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
	Garbage Cart Maintenance
	Garbage Cart Maintenance
	Sign Repair Request - All Other Signs
	Garbage Cart Maintenance
	Rodent Baiting/Rat Complaint
	Abandoned Vehicle Complaint
	Garbage Cart Maintenance
	Blue Recycling Cart
	Abandoned Vehicle Complaint
	Water Lead Test Visit Request
	Alley Light Out Complaint
	Missed Garbage Pick-Up Complaint
	Sewer Cleaning Inspection Request
	Garbage Cart Maintenance
	Abandoned Vehicle Complaint
Locked	Building Violation
	Tree Debris Clean-Up Request
	Sanitation Code Violation
Duplicate	Building Violation
Locked	Building Violation
Locked	Building Violation
Locked	Building Violation
	Sewer Cave-In Inspection Request
	Pothole in Street Complaint
	Pothole in Street Complaint
	Alley Light Out Complaint
Graffiti - Painted	Graffiti Removal Request
	Pothole in Street Complaint
	Street Light Out Complaint
	Sanitation Code Violation
	Street Light Out Complaint
Duplicate	Street Light Out Complaint
	Pothole in Street Complaint
Graffiti - Painted	Graffiti Removal Request
	Pothole in Street Complaint
	Sewer Cleaning Inspection Request
	Pothole in Street Complaint
	Garbage Cart Maintenance
	Rodent Baiting/Rat Complaint
Duplicate	Street Light Out Complaint
Duplicate	Pothole in Street Complaint
Duplicate	Street Light Out Complaint
Duplicate	Street Light Out Complaint
Duplicate	Street Light Out Complaint
	Abandoned Vehicle Complaint
Duplicate	Pothole in Street Complaint
	Street Light On During Day Complaint
	Traffic Signal Out Complaint
	Tree Planting Request
	Abandoned Vehicle Complaint
	Sewer Cleaning Inspection Request
	Sewer Cleaning Inspection Request
	Tree Trim Request
	Water Lead Test Kit Request
	Sewer Cleaning Inspection Request
	Fly Dumping Complaint
	Sewer Cleaning Inspection Request
	Sewer Cleaning Inspection Request
	Sewer Cleaning Inspection Request
	Sewer Cleaning Inspection Request
	Sewer Cleaning Inspection Request
	Abandoned Vehicle Complaint
	Pothole in Street Complaint
	Vicious Animal Complaint
	Street Light Out Complaint
	Abandoned Vehicle Complaint
	Street Light Out Complaint
	Sewer Cleaning Inspection Request
	Abandoned Vehicle Complaint
	Graffiti Removal Request
	Abandoned Vehicle Complaint
	Abandoned Vehicle Complaint
	Tree Planting Request
	Water Quality Concern
Duplicate	Pothole in Street Complaint
Pot hole location keeps getting closed by the city but in actuality the hole is never patched!!!	Pothole in Street Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
	Sign Repair Request - Stop Sign
Duplicate	Street Light Out Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
The neglected pot hole.	Pothole in Street Complaint
	Pothole in Street Complaint
Duplicate	Pothole in Street Complaint
Constantly being reported and not being patched	Pothole in Street Complaint
	Sign Repair Request - Stop Sign
	Alley Pothole Complaint
	Alley Light Out Complaint
	Rodent Baiting/Rat Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
First street light north of Foster on East side of street is out.	Street Light Out Complaint
	Traffic Signal Out Complaint
	Traffic Signal Out Complaint
Emergency Resolved -Traffic Truck Non Emergency Transfer Outcome	Traffic Signal Out Complaint
Dead raccoon on south side Foster facing west.  The animal is in the middle of the road.	Rodent Baiting/Rat Complaint
	Pothole in Street Complaint
	Pavement Cave-In Survey
Emergency Resolved -Traffic Truck Non Emergency Transfer Outcome	Traffic Signal Out Complaint
	Traffic Signal Out Complaint
Duplicate	Pothole in Street Complaint
	Street Light Out Complaint
	Street Light Out Complaint
	Street Light Out Complaint
Pothole Patched	Pothole in Street Complaint
Pothole Patched	Pothole in Street Complaint
	Graffiti Removal Request
	Restaurant Complaint
Work In Progress	Restaurant Complaint
	Building Violation
	Pothole in Street Complaint
	Alley Sewer Inspection Request
Duplicate	Alley Light Out Complaint
	Abandoned Vehicle Complaint
	Abandoned Vehicle Complaint
	Pothole in Street Complaint
	Sewer Cave-In Inspection Request
Duplicate	Alley Light Out Complaint
	Alley Light Out Complaint
	Street Light Out Complaint
Need Vehicle Tow Report	Abandoned Vehicle Complaint
	Abandoned Vehicle Complaint
	Abandoned Vehicle Complaint
Locked	Building Violation
	Abandoned Vehicle Complaint
	Garbage Cart Maintenance
	Street Light Out Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
	Graffiti Removal Request
Duplicate	Pothole in Street Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
	Pothole in Street Complaint
Duplicate	Pothole in Street Complaint
Duplicate	Pothole in Street Complaint
Duplicate	Pothole in Street Complaint
	Pothole in Street Complaint
Duplicate	Pothole in Street Complaint
Duplicate	Pothole in Street Complaint
Duplicate	Pothole in Street Complaint
Pothole Patched	Pothole in Street Complaint
	Pothole in Street Complaint
Duplicate	Pothole in Street Complaint
Duplicate	Pothole in Street Complaint
	Pothole in Street Complaint
	Sewer Cleaning Inspection Request
	Graffiti Removal Request
	Sewer Cave-In Inspection Request
	No Water Complaint
	Garbage Cart Maintenance
	Alley Light Out Complaint
	Blue Recycling Cart
	Abandoned Vehicle Complaint
	Abandoned Vehicle Complaint
	Street Light Out Complaint
