sentence	label
Huge potholes in street behind Atria Bell Court senior living center. At first I thought this was a private drive but am told the street is the city's.	Pothole
Constantly parked on the sidewalk so you have to walk in the pothole ridden street.	Junk Motor Vehicle
For several weeks, stacked cars parked on the sidewalk constantly. The street is all potholes so the sidewalk is necessary and these cars are constantly preventing it's use.	Junk Motor Vehicle
Large pot hole at the 4 way stop at N Sparkman Blvd and Water Street.  It has been here for a while	Pothole
http://m.seeclickfix.com	Graffiti
Gi-normous pothole making the roundabout more challenging	Pothole
pothole is getting larger by the day.  very dangerous.  please fix!	Pothole
The street light is out	Street Lights
residence, is constantly leaving mattresses at the curb.   was their months  before the brush and bulky picked up.  after everything was taken away, they put more out there.  still sitting there	Litter
STREET LIGHT OUT	Street Lights
windows busted out door on side open, yard in back a fire hazard.	Abandoned Building
the grassy area where the community gathers is pitch dark because the lights are turned off or not working and now that it is darker earlier it is a safely hazard and does not allow the space to be used for what it is  - an open space accessed by residents	Streetlight Issues
This whole intersection has several potholes that you can not avoid turning from Merlin Rd to Castle Dr or vice versa.  This is the 2nd request I've submitted.	Pothole
This vehicle has been here for almost a year. Tags expired.	Junk Motor Vehicle
Large potholes	Potholes
If you swirve to miss you will hit car in other lane	Pothole
Multiple enormous pot holes over a foot wide each.	Pothole
...Robot69	Graffiti
Large Pothole is getting bigger at intersection of 6th st and Euclid	Pothole
the entire right lane of 6th street from Euclid Ave all the way to Campbell Avenue numerous and frequent	Pothole
a few potholes in this intersection. Hit one turing south off of 6th onto Euclid.	Pothole
On Euclid south of 6th street near Tucson High School. It's on the southbound lane closest to the curb. This one is bad. It was dark and I didn't see it, I bent my rim.	Pothole
Multiple potholes in the 800 block of E 8th Street	Pothole
infamous tagged on wall.	Graffiti
The Green Light in the traffic light is burned out heading westbound on 6th St. It is the light located on the north west corner of the intersection with pole located on the sidewalk.	Streetlight Issues
multiple large potholes	Potholes
2 big potholes	Pothole
Red bulb out on right light, westbound on 3rd	Streetlight Issues
We have had potholes (Several)  for almost a full year !!  (on the 2200 block of 9th Street)	Pothole
Large pothole and asphalt debris in northbound lane of Tucson Blvd north of 6th St.	Pothole
This whole street (Forgeous between 4th and Himmel Park) is riddled with potholes.	Pothole
There are large, dangerous potholes in front of this house, and many others on this block of East 4th St.  These should be given high priority and fixed as soon as possible.	Pothole
There is a large gssh and pothole, with uplifted street surface at the above mentioned address.	Pothole
Pothole, just south of 5th, on Forgeus, east side of street	Pothole
3 large potholes at east end of tucson 5th.	Pothole
The alley parallel to six street, east of Sawtelle is filled with pothole that are ruining the alignment in our cars.  Thanks!	Pothole
There are 4 potholes in the intersection of 4th St and Wilson that need to be filled.	Pothole
Large pothole going northbound on Tucson Blvd.  With so many cars, bicycles and pedestrians on this stretch, swirving to miss a pothole is not good.	Pothole
Multiple potholes, Norton s. of 3rd St.	Pothole
We had a graffiti problem that was treated by the city about a year ago but is still somewhat visible.  This on the southside alley wall in the alley off of Wilson Ave to Plumber Ave.  It is the alley on the southern end of the property address.  It would be helpful if it was retreated.  Thank you.	Graffiti
Really bad pothole on Sawtelle just south of 5th Street	Pothole
There are numerous potholes on Wilson Ave from 1st street going south along Wilson Ave until 4th Street.  It is basically a slalom course to maneuver around them.  They are so numerous a picture would be meaningless.  Also, the same can be said of Olsen Ave, particularly bad at the intersection of Olsen and 1st St.	Pothole
there are about four large pot holes or even more at the corner of Sawtelle and 4th Street and also along 4th Street in front of my house	Pothole
Large potholes and gullies forming just west of Himmel Park along N. Tucson Blvd.  Becoming dangerous. This is between E. 1st St. and E. 3rd St. on N. Tucson Blvd., an arterial street.	Pothole
Tall grass along driveway and along home.	Overgrown Weeds & Vegetation
Graffiti on stop sign	Graffiti
Air conditioning at station 14 is out.	Fire/Police CSR Requests
Pothole just south of stop sign	Pothole
It is a water leak from a water valve located just north of the Edith and monte vista intersection.	Water Waste
1-24-17 Issue has been resolved. mc	Junk Motor Vehicle
Tree trimmings and other waste left on curb.	Litter
Full black trash bags piled in the right of way .	Litter
Street light out... As well as a couple more down Monte Vista heading west	Street Lights
visible from street .	Vacant Lot
Ok, Tucson water had a leaky valve nearby to a pothole. They come fix the leak but leave a mess of a pavement patch with dirt on the road and do nothing about the pothole. It would be great to have city departments actually work together. So please fix the pothole and the bad patch job. Thanks	Pothole
Cactus Blvd, north of Allen Road, which is heavily traveled by people walking, biking, pushing strollers and walking dogs, is a perpetual mess. Potholes over previously-filled potholes, edges crumbling away, etc. - all on the way to the entrances of Rio Vista Park. Would be nice to see that very small stretch re-done, with a pedestrian path that would keep folks out of the street and dusty dirt. I keep hoping - and reporting what I see...	Pothole
It sure would be nice to have an asphalt pedestrian path installed on the east side of the road!	Pothole
When trying to make a left turn on to Tucson Boulevard south, from Allen Road, there is a bush that is completely blocking the view of North bound Tucson Boulevard traffic. I have to pull halfway out into the intersection to see what is coming. Today I came close to hitting a guy on a recumbent bicycle. That Bush needs trimmed back immediately please!	Overgrown Weeds & Vegetation
On N. Cactus Blvd, starting at the traffic circle at E. Allen Road and going north, there are 38 potholes. Also, the pavement is washed away in a lot of areas, and there are bushes that are growing into the roadway. A lot of people walk along there every day, with dogs and strollers. There are no sidewalks. Interestingly, where the sidewalk begins, the road is in much better shape.	Pothole
Large and many potholes on both Allen and Cactus	Pothole
There a several large potholes on Allen between Tucson and Country Club. One is so large that a traffic control device is in it to warn motorists.	Pothole
Allen Road is in bad shape between Country Club and Tucson Blvd. It doesn't look like it has been re-graded in a very long time.	Pothole
This road gets a lot of car and pedestrian traffic (a lot of people walking dogs) heading to Rio Vista Park or the Rillito River path.  There are no sidewalks and all of Cactus Blvd. north of Prince Road is in terrible shape!	Pothole
Big holes along west side of Cactus Blvd	Pothole
Pot holes, degraded asphalt	Pothole
2 or 3 large potholes in both lanes of Allen Road, near Tucson Blvd.	Potholes
a huge section of the edge of the road is GONE on Allen about 20 ft east of Tucson Blvd	Pothole
"The westbound edges of Allen Road, near the stop sign at Tucson Blvd have washed away, and there are also some potholes. It makes it hard to make a left turn, because you have to move over to the left to stay on ""pavement"", but foliage blocks your view of people turning right from Tucson onto Allen Rd."	Pothole
Bushes planted in the sightline of those making a left turn onto Tucson Blvd from Allen Road.	Overgrown Vegetation/Trees
Crater-like potholes on both the Country Club & Tucson Blvd. ends of Allen Road.	Pothole
Apparent water leak at Rio Vista Natural Resource Park	Irrigation or water leak
Same water main leak?	Water Waste
Small leak.	Water Waste
There are multple potholes at the lee and mountain view intersection	Pothole
Water leak? Has been wet for weeks.	Water Waste
Arcadia wash standing water breeding mosquitoes.	Water Waste
Leak getting bigger.	Water Waste
"8""x14"" pothole"	Potholes
Leaking pipe on standing water fountain at the park behind the vail middle school. It is a constant leak.	Water Waste
Tall dead grass all over yard	Overgrown Weeds & Vegetation
Repair pothole	Potholes
Caller lost control of dog she was sitting and it ran away while leashed.	Animal Related
Empty lot in residential area not being maintained. Tall dry grass - fire hazard.	Overgrown Weeds & Vegetation
Water leak at valve cover; at least it's watering a chicane.	Water Waste
Stickers obscuring street sign	Graffiti
On 2/14 2 boys dropped the car off and left in another vehicle.	Abandoned/Junk Vehicle
Street light out (historic style)	Street Lights
Wash south of Alvernon Park needs to be serviced.	Drainage/Wash Maintenance
in the right lane just past Irving on 5th	Pothole
This is the 2nd notification for broken tree branches that need to be removed.	Overgrown Vegetation/Trees
Thank you!	Streetlight Issues
Deep, oversized, need fix ASAP please	Pothole
Streetlights around Longfellow/Kilmer are out	Streetlight Issues
Brush and Bulky did not pick up mattress and now it is being used by homeless people	Illegal Dumping
On the west side of park, along wall, there are several large P.V. branches that need to be cut and hauled away.	Overgrown Weeds & Vegetation
several potholes on 5th Street, east of country club and west of colubus on north and south side of the street	Pothole
Knocked down. Dangerous.	Signs
West of park, along wall, illegal dumping.	Litter
just east of 5th and Alvernon, south of the medical building and near the church. A problem as drivers exit the driveway to enter 5th street	Pothole
Pretty deep pothole and getting deeper by the latest rain, very anoint when rain water covers it and can’t see it...	Pothole
Large dirt Pothole in front of 1846 W San Juan Trail inside the City Right-of-Way needs to be filled in with dirt and compacted into the driveway inside the Right-of-Way city Easement right as you turn into this address.	Pothole
Please fill in pothole w/ asphalt f/m the street into the curb over the driveway of the City Right-of-Way has a large pothole to drive up to my driveway. Car falls into the pothole inside the City ROW in front of the address of: 1846 W San Juan Trail	Potholes
BLK/CHEVY/YUKON XL PARKED S/W QUAD OF SAN JUAN TR/SYLVESTER FOR 1 MONTH. NO PLATE GIVEN, DRIVER SIDE WINDOW DOWN. CALLER REQ ANON, THEIR CB 520-309-0195	Abandoned/Junk Vehicle
1846 W San Juan Trail Needs dirt filled in f/m the curb to driveway has a dip and may hit the bottom of my car when I drive in and out of my driveway of the City ROW Right-of-Way. Thank you.	Dirt Street/Alley Grading
Please remove the overgrown grass, we are not able to see the incoming traffic, this has been a very dangerous turn even more at sunset... thanks	Buffelgrass
Main cabana, drinking water.  We walk almost every day, and the fountain there has been leaking water for almost two years or better.	Water Waste
Pitbull tied up to wire outside of the Rosemont Gardens Apartments	Animal Related
misplaced animal	Animal Related
Just south of Stella on Sarnoff is a huge pothole	Pothole
One large pothole South of the Stella and Sarnoff intersection on Sarnoff Dr., in the NB Lane	Potholes
loud music from amplifier, microphone for the last 3 hours	Noise Ordinance Complaints
Bags of litter near walkway at Lakeside Park on Stella	Litter
Appears garbage truck or other large vehicle pulled the cable line,it is having low approx 10 off ground	Overgrown Weeds & Vegetation
The weeds at this house are way out of control. It's a haven for insects snd mosquitoes.	Overgrown Weeds & Vegetation
The issue is the residents in a fourplex of the neighborhood refuse to use ALL 3 of their trash bins and choose to overpile the 1 that is closest to the driveway. By wind or when people pile more trash and other trash falls out and is left; there is trash all over the street and blowing into yards. This happens every single week and is very frustrating. The overpiling trash is the view we have as soon as you turn onto Bermuda and the stench come the weekend  (pickup is Monday) is absolutely disgusting. I have called code enforcement several times, and the water/trash company and nothing has improved. The situation is escalating and I am not sure what to do anymore.	Litter
Same issue, new week. Trash bags are on the floor around empty bins along with mattress set, boxes, loose trash. Code Enforcement has been called -nothing done. City of Tucson called -nothing done. Crazy that this is a residential street in the City of Tucson and no one cares! Maybe if it were in Sam Hughes neighborhood something would have been done but not in DodgeFlower. There are good people that live here and care about the neighborhood and try to work with officials but receive zero support. How do we keep ALL of Tucson clean and beautiful if we have residential properties that are continually in violation but are not reprimanded??	Litter
Northeast corner of Flower and Dodge there is a very deep rut in the dirt along the edge of the street pavement.	Pothole
On the pillar of the fence facing Flower there is Graffiti	Graffiti
This pothole is about 24 inches long x 20 inches wide x 3 inches deep. It's about 4 feet from the curb.	Pothole
Graffiti on wall	Graffiti
Couch on curb	Illegal Dumping
See picture	Graffiti
Graffiti on wall.  It appears to be gang graffiti.	Graffiti
GRAFFITI ON GARAGE DOORS AND ON BRICK PATIO FACING ALLEY	Graffiti- Not in Progress
Pothole in front of the gate at 2480 N. Palo Verde entrance.	Pothole
Same issue different week. The trash containers for this complex are located on Bermuda Street, a residential street. However, the residents at this complex abuse the trash containers. They leave the containers overfilled with loose trash to spill into the street, dump their unused furniture (see mattresses for the 2nd week in a row, and the bins are used as a dumpsite for a landscaping business, and anyone else who drives up ( see mini containers now left too). I have contacted code enforcement 4 weeks straight-NOTHING DONE! I've contacted the city, who I believe had last week's mattresses removed, but as you can see nothing was done to keep the residents to continue to treat the neighborhood street as their personal dump!! The city needs to enforce an area inside the complex to keep their trash since the complex can't learn to properly throw out their trash per the city of Tucson's rules and regulations!!!	Litter
JOE MARIANI 520-327-8024/520-403-8258 RC REF SCF 7780689. REPORT MADE 5/8.	General Information
Potholes and manhole cover below street level at intersection.	Potholes
Graffiti on street facing wall	Graffiti
Couch & doors	Illegal Dumping
On north side of Keelung Elementary	Abandoned Shopping Carts
Large pothole	Potholes
Wildcat dumping on curb. Mattress, wood, couch	Illegal Dumping
Food truck not attached to a vehicle, Has a For Sale Sign on the back door, also has the name of business with other writings and picture	Abandoned/Junk Vehicle
An abandoned couch and mattress	Litter
Deep potholes next to a speedhump	Pothole
Graffiti spray painted on utility box	Graffiti
Light is out directly in front of my house	Streetlight Issues
Arizona Avenue north of 14th St. has several potholes that need to be filled	Pothole
Resident flooding her dirt front yard.	Water Waste
Chronic problem with Peach Properties on Arizona Avenue at E 15th St.	Litter
More trash behind Peach Property at SE corner of 15th Street and Arizona Ave.	Litter
Really!?! After multiple calls to Peach Property and City, the trash pile continues...now running 3 months.  Are we truly so apathetic and ok with our downtown being a dumping ground?!?	Litter
Big pothole at intersection of Miles & Highland.	Pothole
paying a citation and covid19 delays	General Information
Pothole on east side of street	Pothole
Two potholes in the eastbound Lane of Broadway Boulevard	Pothole
The branches are about 5 1/2’ high and go across the sidewalk.	Overgrown Weeds & Vegetation
Pothole in north, westbound lanes in middle of intersection	Pothole
Homeless Camp at Arroyo Chico wash. At the moment there are 2 people but at night more people show up.	Homeless Camp Protocol
Pothole across nearly the entire northbound lane. Getting hard to avoid on a bicycle.	Pothole
Pothole in south, outside lane, eastbound. At intersection of Warren and Broadway.	Pothole
Large pothole in front of the address of: 6063 E 20th St off of Wilmot Rd. Approximately 18 to 20 inches in diameter.	Potholes
cart	Abandoned Shopping Carts
Recurrent potholes at the intersection of Colonia Del Valle & 18 St. Several more potholes West of this intersection as well on 18th St.	Potholes
"paint along the entire length of the house and painted block wall.  This appears to be gang graffiti.  It reads ""SS13  SS13  LATUSA13  SKCK  SLT13BLS  BCK  X3  Southside 13"".  This is a duplicate of a voicemail left on the graffiti hotline, but with more detail.  The home's occupant is an 89-year old woman."	Graffiti
Several potholes on Copper Street between Mountain Ave and Park Ave.	Potholes
Water is FLOWING from the middle of the intersection of Copper and Santa Rita.  The City's main line is exactly in this spot.  Reported also to Tucson Water.	Water Waste
Treebranch is hangover Chantilly Street causing a traffic hazard as it is hitting vehicles as they pass.	Overgrown Weeds & Vegetation
2 potholes worsening over 1 year	Pothole
Two giant potholes at least 2feet deep as you turn right out of park place mall	Pothole
Located on the far right as you round the corner and where the streets intersect.	Pothole
Awful potholes completely up and down the entire length of the street.  Though it is not a major artery, Chantilly Street is very often used by motorists as a short cut between Broadway and 5th Street, hence there is more traffic on that street than on an ordinary neighborhood lane.	Pothole
Chantilly St is full of potholes From Broadway to 5th St.	Pothole
Near the intersection of Congress St and Melrose. On Melrose the street is cracked. Please view picture.	Pothole
light has been out for a few weeks now.	Streetlight Issues
white pickup hasn't moved in over a year except for housing in a vacant lot the last time I reported it  needs to be towed blocking intersection	Junk Motor Vehicle
Major hazard for bicyclists like myself also an abandoned vehicle hidden by these branches which I almost ran into needs to be removed by the city  as it has been sitting there for over a year never moved	Overgrown Weeds & Vegetation
Been sitting there for over a year never moved 3 flat tires eyesore and safety hazard blocking path of travel danger to other drivers and cyclists NEEDS TO BE TOWED	Junk Motor Vehicle
We put our recycling and trash cans out this morning yet they didn't get dumped WHY one can of recycling done but none of the trash for the 5 townhouse complex there wasd no holiday this week	Litter
Tree has dead limb, ready to break off. This morning, the garbage truck sped through the overhanging tree and a large limb broke off and fell on my cactus and wall. Please send some ASAP to remove dead and fallen limbs.	Overgrown Vegetation/Trees
excessively overgrown trees blocking sidewalk	Overgrown Weeds & Vegetation
On Sentinel Peak Rd, both directions of travel, mostly between Cedar and Clausen	Potholes
reported this a few years ago but it's back needs to be permanently removed from streetside Road Hazard to cyclists and other motorists PS 4 flat tires	Junk Motor Vehicle
Please send the fill crew to fill and fix multiple potholes along Sentinel Road between Cedar and Bella Vista. The asphalt is crumbling primarily along the road side/bike path. Dangerous chunks of road are kicked up y cars racing up and down the mountain road.	Potholes
please repair the damage done by the rains that washed out the A Mountain access roads. The blacktop keeps coming up in chunks, and the bike path is almost unusable.	Pothole
Cracks and pothole at entrance way	Pothole
Excessive weeds and trees around the area side walk does not have access also wash if full of trees and weeds as high as 8 feet's	Overgrown Weeds & Vegetation
As a cyclist I must dodge these daily . I am reporting them because I almost crashed in them today Urgent need to be Fixed, looks like entire intersection needs repaving	Pothole
Across form 914 e Bantam rd there's a empty lot , the apartment on the corner just remodel there place company that work in the remodel dump most of there trash and trees that were cut on the empty land	Litter
Trees that were cut down and fallen over due to the storms on Alaska St B/t Dakota St and Alaska St in the alleyway. The neighbors cut down some to the tree branches for vehicle and emergency vehicle access.	Dirt Street/Alley Grading
Living in camper in sidewalk w/electricity for over 6 months! Junk vehicles all over yard	Junk Motor Vehicle
Very large pothole middle of intersection.	Pothole
Crumbling street and potholes on 17th and 9th Ave	Pothole
Tree growing over sidewalk	Overgrown Weeds & Vegetation
The water fountain is broken and leaking onto the ground	Water Waste
Broken Water Fountain leaking water and doesn't work!	Water Waste
very large pothole on 17th Street just east of Convent Avenue	Pothole
Dangerous pothole---crushed steel plate over path.	Pothole
Sticker on street sign	Graffiti
Potholes right at intersection. Dangerous for bikes and peds as there are no sidewalks.	Pothole
Well-known designation of a drug sales area. Neighbors have complained to Ward 6 office about this.  Ward 6 staff submitting this report.	Graffiti
Both sides of this Stop sign are defaced; graffiti on the back; a sticker, paint, and graffiti on the front.  Southwest corner of Convent and Kennedy.	Graffiti
Keeps getting bigger and more dangerous, especially at night.	Pothole
Graffiti on One Way street sign at corner of El Paso Ave and W Simpson St.	Graffiti
Graffiti on electrical box	Graffiti
thank you.	Pothole
Three potholes that need fixing	Pothole
Street pothole leading to driveway at 2327 e 17 th st	Pothole
In alley.	Abandoned Shopping Carts
pothole next to water service valve needs repair	Pothole
multiple potholes in this view of picture.	Pothole
potholes needs repair.	Pothole
large pothole needs repair.	Pothole
potholes need repair.	Pothole
Shopping carts	Abandoned Shopping Carts
Light has been out for at least a week	Streetlight Issues
series of 3 potholes, the biggest being as wide as a basketball in front of Mandarin Grill	Pothole
Huge Pot holes throughout the whole alley way behind 500 - 700 East Waverly	Pothole
The street light in front of 2250 N Flores Dr has been out for over a month	Streetlight Issues
There is a tag on the ES dumpster located at this address. I know one was recently cleaned up (thank you for that!) but it gets tagged more often than most in the neighborhood and so has been messed with again.	Graffiti
"4 Large potholes to the only entrance to our drive way. one is over 6"" deep. They start at the alley entrance on the north side of edison in between hampton and euclid, and go all the way to the parking lot of walgreens on the corner of grant and euclid."	Pothole
Graffiti on the wall outside of Euclid point	Graffiti
A mangled shopping cart was abandoned at the SW corner of Grant/1st. Reporter was driving and unable to ascertain where it originated from	Abandoned Shopping Carts
Pothole patching is much needed on a huge pothole on N Los Altos, north of Grant. I hit it and fortunately it didn't break anything. People going into Fry's Market on 1st and Grant turn onto on Los Altos to get to Fry's and I'm pretty sure more people are hitting that pothole because you cant go around it because then your going into incoming traffic.	Potholes
There is a huge series of potholes in the left southbound lane on Euclid just south of Grant by the street of Edison.	Pothole
This light in La Madera Park has been out for 6 months and multiple neighbors have reported it. It is a public safety issue. When is someone going to replace the lightbulb?	Streetlight Issues
fixing this pothole now will save a lot of maintenance trouble later on this street with otherwise good pavement.	Pothole
This intersection is dangerous because cars westbound cannot see the stop sign	Streetlight Issues
There is a leak in the main water line in the alley. I am not sure if this app can be used to report this or not but I'm trying.	Water Waste
Someone broke the fire hydrant	Water Waste
There is a large pothole in the intersection of Treat & Presidio, which is especially problematic and dangerous for cars and cyclists turning right from Treat onto Presidio (which I do every day).	Pothole
Homeless people and camp	Homeless Camp Protocol
On otherwise good street. Fixing this will reduce maintenance later.	Pothole
A palo verde tree has grown through the asphalt right next to the curb on Florence Drive, immediately east of Treat. It's large enough now to scratch a car as it turns right from Treat onto Florence.	Overgrown Weeds & Vegetation
About a half dozen potholes just north of the intersection of Lester and 3rd ave	Pothole
Ward 3 received a report that there is a pothole in front of 600 E. Elm.	Pothole
Pothole at intersection of second ave and Lester. Also several smaller potholes just west of the intersection.	Pothole
There is a dresser that has been left at the intersection of bronx wash at 4th avenue.	Illegal Dumping
Potholes in and around intersection of Lester and 5th Ave	Pothole
Trash and clothes and litter in Bronx wash where it goes under 6 th ave	Litter
Pothole in front of 336 E Lester	Pothole
several overgrown bushes partially blocking sidewalk, one large juniper completely blocking sidewalk	Overgrown Weeds & Vegetation
overgrown juniper is blocking the entire width of the sidewalk	Overgrown Weeds & Vegetation
pedestrian crossing sign was run over and has been down for over a week.	Streetlight Issues
graffiti paint (black) on sidewalk just north of 18th street and on the curb at southwest corner of 18th and Monticito. Gang tag	Graffiti
bushes blocking sidewalk	Overgrown Weeds & Vegetation
illegal dumping in the alley behind 4815 e melissa	Litter
One central pothole in middle of 25th, but along east side of Belvedere. Smaller one a few feet west of middle one. Edge of road has two ( or one large) at se corner of the Tee. Thank you!	Pothole
Chain cut, removed at Swan Park (west parcel)	Signs
The 4200 Block of East Los Robles is full of potholes.	Pothole
Several potholes on Bermuda St between Walnut Ave and Fair Oaks	Pothole
Male caller was checking his male and was approached by a large german shepard.  The dog did not try to attack him.  Dog last seen running NB on Fairoaks.  PACC has been advised.	Animal Related
The street lights are in in the OakFlower neighborghood.	Streetlight Issues
Numerous potholes on Bermuda St between Walnut Ave and Fair Oaks Av	Potholes
Numerous potholes on Fair Oaks Ave between Flower St and Glenn St	Potholes
A bunch of pop-outs/potholes on Flower St between Walnut Ave and Columbus Bl	Potholes
Thank you anything will help, owner NEVER home.	Overgrown Weeds & Vegetation
Homeless Camp in alley	Litter
"Citizen states pink graffiti  ""Crips"" spray painted on NE wall. CSR filled out TPD report online and provided report number to caller. Code Enforcement advised."	Graffiti- Not in Progress
Moderate sized pothole on Eastgate Dr N of the speed hump, middle of road	Potholes
street light out on 44th and 12th	Streetlight Issues
The sidewalk is buckled and Overgrown trees and vegetation that hurts people as they go by on their wheelchairs	Overgrown Weeds & Vegetation
about 20 potholes on 16th ave between 44th and ajo.	Pothole
Four frys shopping cart s	Abandoned Shopping Carts
Water pipe is gushing water at SE corner of Randolph Parkway and Broadway, near golf course.	Water Waste
Graffiti on wall of vacant lot just east of 3339 E. Broadway Blvd. Highly visible from street.	Graffiti
Large deep pothole on edge of Camino Miramonte in front of #70 S bound lane. Very dangerous for motorists, bicyclists and pedestrians.  Getting worse with every rain as you can see from the photo.  Another one not seen in the photo S of this one that will soon create a similar issue.	Potholes
Drinking fountain is running	Water Waste
big pothole on the way out of udall	Pothole
The drinking fountain is running. The water continues to flow even if you're not pushing the button	Water Waste
Pothole just inside the west entrance off of Sabino Canyon Road inside Udall Park Boundary.	Pothole
The drinking fountain leaking water at the restroom at the bus stop	Water Waste
Constituent is requesting a left turn signal	Street Lights
These pot holes are an ongoing issue.  They are inside the park boundaries on the park access road entering off of Sabino Canyon Rd. They need proper repair.	Pothole
mattress in the median South of the Udall park entrance	Litter
Set up under a huge tree with a tarp, mattress and blankets	Homeless Camp Protocol
Large brush tree obstructing view when pulling out of road into 3 Ave, very dangerous! Tree almost hanging into the street.	Overgrown Weeds & Vegetation
Two pot holes have emerged over the past week or two.  Street debris is evident from these two voids in the street.	Pothole
This double light is in Catalina park and has been out for months	Streetlight Issues
Pothole in middle of road	Potholes
broken globe	Streetlight Issues
Pothole	Potholes
Pothole in northbound lane of N. 4th Avenue about 30 yards north of 2nd St.	Pothole
Deep and wide pothole at entrance to service station.  Received complaint from owner of business.	Pothole
Street light out at 525 E 2nd St	Streetlight Issues
Mattresses have been set next to waste bin for 2 weeks.	Litter
On south side of 5th St about 75 ft east of 4th Ave there is an above ground valve right next to a water meter. The valve is locked in a mesh cage. The valve is steadily leaking and has been for some time - long enough that water has pooled at the corner of 5th St & 4th Ave	Water Waste
One month later:  four big potholes, three of them over three feet wide and six inches deep.	Pothole
It's not a big deal to cars, but it's a fairly violent jolt to the many cyclists who use that route.	Pothole
2 potholes	Pothole
Hello!  There are about four burned out street lights on my block.  It is the block of 2nd St. north of University, south of Speedway, between 2nd Ave and 3rd Ave.  Thanks!	Streetlight Issues
Illegal dumping of mattress.	Litter
There are several potholes and disturbed asphalt at the intersection of 1st t and 2nd Ave.  that whole neighborhood needs new streets, but this area has some significant needs.	Pothole
This has been broken for two weeks.  The globe on the streetlight is broken.	Streetlight Issues
Mattresses & couches left at curb	Litter
"Two tags on low concrete retaining wall at corner; black marker ""RIGS 1"" and ""ACON1"""	Graffiti
"One tag on inside curb of sidewalk at NE corner of N Mountain Avenue and E Hedrick Drive; bright green spray paint ""TAP"""	Graffiti
"Multiple tags in concrete drainage basin; on NW corner of basin, green spray paint outline letters ""CSK"", on NE corner of basin green outline ""CSK"" surrounded by multiple smaller tags ""ZEEK"" ""CSK""  ""DEKS"" ""ROMZ"" ""ZOIC"" ""VBCR"" ""OSE"" ""DEKS"""	Graffiti
"One tag on off-white colored painted block wall, at southeast corner facing N Mountain Avenue; purple spray paint ""DDC PW"""	Graffiti
Arm chair, ottoman and large television on curb	Litter
"One tag on top of curb in front of property, an empty lot being prepared for new construction with a plywood sign with orange street number 1447; black paint pen ""MADK"""	Graffiti
Broken recliner left at curb	Litter
Not litter per se, but there are about eight hazard light sawhorses The City of Tucson needs to pick up at 1502 E. Blacklidge Dr, in front of the Blacklidge Court Townhouses. They have been there for over a month, left there after the City fixed a water main break.	Litter
"One tag on sidewalk in front of property, by light pole 2843; blue paint pen ""MAD"""	Graffiti
"One tag on the northeast corner of the concrete drainage basin; black spray paint ""666"""	Graffiti
"Just north of the light pole marked 2848, one tag on the sidewalk, black marker ""REMK"" with drawing of a phallus"	Graffiti
"One tag on asphalt of street opposite property (adjacent to gravel lot whose address is not clear); bright orange spray paint ""FROST 1"""	Graffiti
Potholes on Mountain just north of the intersection at Blacklidge Dr.	Pothole
Several Potholes on Adelaide Drive	Potholes
"One tag on sidewalk at corner; black ""MA"""	Graffiti
"Two large tags on white painted block wall on east side of property facing N Mountain Avenue; black spray paint outline letters ""KAUSE"" followed by smaller ""Kause"", and ""SYNK"" followed by smaller ""RBK"""	Graffiti
"Low concrete retaining wall in front of property, at south end of stucco wall; black spray paint ""GERS"""	Graffiti
Three mattresses and avshopping cart left at curb	Litter
Sofa bed, 2 stuffed chairs & mattress left at curb!	Litter
I heard a truck hit it, which then stopped and turned around to see what it hit	Pothole
Very large pothole in front of 1025 e Lester	Pothole
Giant pothole in front of 1048 e linden	Pothole
Large pothole	Pothole
Located at southwest corner of intersection.  Severe damage to concrete road surface in bike lane, hazardous because it forces bikes out into the vehicle lane.	Pothole
Pothole on Santa Rita south of linden intersection	Pothole
Pothole in front of 1235 e Seneca	Pothole
Huge pothole and everyone keeps going over it.	Pothole
Two potholes in the intersection of N. 5th Ave and E. Helen Street, one is surrounding a city water meter.	Pothole
On the north east corner of Mabel and 4th Ave there is a bunch of grass growing near the street sign and close to the utility post	Overgrown Weeds & Vegetation
3 potholes on 5th immediately south of Adams/5th	Pothole
4 potholes on Adams just East of 3rd.	Pothole
3 potholes in the intersection of Adam and 4th. One just south of intersection on 4th	Pothole
Feldman’s Neighborhood Sign	Signs
Westbound Speedway @ 2nd Ave	Pothole
"Drove down Speedway today and noticed that just a block west from the other one I reported at 3rd Ave, there is another section of pavement that should be painted....Right now there are just signs with arrows indicating pedestrian crossings...I have a feeling that this is the design now and that the crosswalks are purposely not painted or going to be in the future.  However, in my opinion, it is difficult to see these ""designated pedestrian crossings"" and the roadway should be painted for improved visibility and safety...if a little paint can save a life and any money associated from potential lawsuits from the crossing not being painted, I think it is worth it...Thanks."	Pothole
Potholes and pavement cracks on Helen street from 6th ave to Campbell ave.	Pothole
Pothole in WB left lane	Pothole
Multiple deep potholes at intersection of Mabel and 5th Avenue	Potholes
a fresh one but a notable one.   Approx. 40 cm x 80 cm x 8 cm deep pothole.  Right in the middle of 3rd Ave between Helen and Mabel Streets.	Pothole
South on Houghton turning into Mesquite Ranch, overgrown trees in median make it hard to see to turn left onto community.	Overgrown Weeds & Vegetation
Significant Graffiti on utility box on N side of Drexel. Located 2 blocks east of the Houghton & Drexel intersection.	Graffiti
